"QuizTitle","Category","QuestionText","AnswerText","IsCorrect"
"Basic Security","Security","A technician wants to improve the situational and environmental awareness of existing users as they transition from remote to in-office work. Which of the following is the best option?","Send out periodic security reminders.","FALSE"
"Basic Security","Security","A technician wants to improve the situational and environmental awareness of existing users as they transition from remote to in-office work. Which of the following is the best option?","Update the content of new hire documentation.","FALSE"
"Basic Security","Security","A technician wants to improve the situational and environmental awareness of existing users as they transition from remote to in-office work. Which of the following is the best option?","Modify the content of recurring training.","TRUE"
"Basic Security","Security","A technician wants to improve the situational and environmental awareness of existing users as they transition from remote to in-office work. Which of the following is the best option?","Implement a phishing campaign.","FALSE"
"Basic Security","Security","A technician needs to apply a high-priority patch to a production system. Which of the following steps should be taken first?","Air gap the system.","FALSE"
"Basic Security","Security","A technician needs to apply a high-priority patch to a production system. Which of the following steps should be taken first?","Move the system to a different network segment.","FALSE"
"Basic Security","Security","A technician needs to apply a high-priority patch to a production system. Which of the following steps should be taken first?","Create a change control request.","TRUE"
"Basic Security","Security","A technician needs to apply a high-priority patch to a production system. Which of the following steps should be taken first?","Apply the patch to the system.","FALSE"
"Basic Security","Security","Which of the following must be considered when designing a high-availability network? (Choose two).","Ease of recovery","TRUE"
"Basic Security","Security","Which of the following must be considered when designing a high-availability network? (Choose two).","Ability to patch","FALSE"
"Basic Security","Security","Which of the following must be considered when designing a high-availability network? (Choose two).","Physical isolation","FALSE"
"Basic Security","Security","Which of the following must be considered when designing a high-availability network? (Choose two).","Responsiveness","TRUE"
"Basic Security","Security","Which of the following must be considered when designing a high-availability network? (Choose two).","Attack surface","FALSE"
"Basic Security","Security","Which of the following must be considered when designing a high-availability network? (Choose two).","Extensible authentication","FALSE"
"Basic Security","Security","A company’s legal department drafted sensitive documents in a SaaS application and wants to ensure the documents cannot be accessed by individuals in high-risk countries. Which of the following is the most effective way to limit this access?","Data masking","FALSE"
"Basic Security","Security","A company’s legal department drafted sensitive documents in a SaaS application and wants to ensure the documents cannot be accessed by individuals in high-risk countries. Which of the following is the most effective way to limit this access?","Encryption","FALSE"
"Basic Security","Security","A company’s legal department drafted sensitive documents in a SaaS application and wants to ensure the documents cannot be accessed by individuals in high-risk countries. Which of the following is the most effective way to limit this access?","Geolocation policy","TRUE"
"Basic Security","Security","A company’s legal department drafted sensitive documents in a SaaS application and wants to ensure the documents cannot be accessed by individuals in high-risk countries. Which of the following is the most effective way to limit this access?","Data sovereignty regulation","FALSE"
"Basic Security","Security","While troubleshooting a firewall configuration, a technician determines that a “deny any” policy should be added to the bottom of the ACL. The technician updates the policy, but the new policy causes several company servers to become unreachable. Which of the following actions would prevent this issue?","Documenting the new policy in a change request and submitting the request to change management","FALSE"
"Basic Security","Security","While troubleshooting a firewall configuration, a technician determines that a “deny any” policy should be added to the bottom of the ACL. The technician updates the policy, but the new policy causes several company servers to become unreachable. Which of the following actions would prevent this issue?","Testing the policy in a non-production environment before enabling the policy in the production network","TRUE"
"Basic Security","Security","While troubleshooting a firewall configuration, a technician determines that a “deny any” policy should be added to the bottom of the ACL. The technician updates the policy, but the new policy causes several company servers to become unreachable. Which of the following actions would prevent this issue?","Disabling any intrusion prevention signatures on the “deny any” policy prior to enabling the new policy","FALSE"
"Basic Security","Security","While troubleshooting a firewall configuration, a technician determines that a “deny any” policy should be added to the bottom of the ACL. The technician updates the policy, but the new policy causes several company servers to become unreachable. Which of the following actions would prevent this issue?","Including an “allow any” policy above the “deny any” policy","FALSE"
"Basic Security","Security","A systems administrator works for a local hospital and needs to ensure patient data is protected and secure. Which of the following data classifications should be used to secure patient data?","Private","FALSE"
"Basic Security","Security","A systems administrator works for a local hospital and needs to ensure patient data is protected and secure. Which of the following data classifications should be used to secure patient data?","Critical","FALSE"
"Basic Security","Security","A systems administrator works for a local hospital and needs to ensure patient data is protected and secure. Which of the following data classifications should be used to secure patient data?","Sensitive","TRUE"
"Basic Security","Security","A systems administrator works for a local hospital and needs to ensure patient data is protected and secure. Which of the following data classifications should be used to secure patient data?","Public","FALSE"
"Basic Security","Security","A company hired a consultant to perform an offensive security assessment covering penetration testing and social engineering. Which of the following teams will conduct this assessment activity?","White","FALSE"
"Basic Security","Security","A company hired a consultant to perform an offensive security assessment covering penetration testing and social engineering. Which of the following teams will conduct this assessment activity?","Purple","FALSE"
"Basic Security","Security","A company hired a consultant to perform an offensive security assessment covering penetration testing and social engineering. Which of the following teams will conduct this assessment activity?","Blue","FALSE"
"Basic Security","Security","A company hired a consultant to perform an offensive security assessment covering penetration testing and social engineering. Which of the following teams will conduct this assessment activity?","Red","TRUE"
"Basic Security","Security","An organization recently updated its security policy to include the following statement: Regular expressions are included in source code to remove special characters such as \\$\\,\\ |\\,\\ ;\\. \\&\\, \\`\\, and \\? from variables set by forms in a web application. Which of the following best explains the security technique the organization adopted by making this addition to the policy?","Identify embedded keys","FALSE"
"Basic Security","Security","An organization recently updated its security policy to include the following statement: Regular expressions are included in source code to remove special characters such as \\$\\,\\ |\\,\\ ;\\. \\&\\, \\`\\, and \\? from variables set by forms in a web application. Which of the following best explains the security technique the organization adopted by making this addition to the policy?","Code debugging","FALSE"
"Basic Security","Security","An organization recently updated its security policy to include the following statement: Regular expressions are included in source code to remove special characters such as \\$\\,\\ |\\,\\ ;\\. \\&\\, \\`\\, and \\? from variables set by forms in a web application. Which of the following best explains the security technique the organization adopted by making this addition to the policy?","Input validation","TRUE"
"Basic Security","Security","An organization recently updated its security policy to include the following statement: Regular expressions are included in source code to remove special characters such as \\$\\,\\ |\\,\\ ;\\. \\&\\, \\`\\, and \\? from variables set by forms in a web application. Which of the following best explains the security technique the organization adopted by making this addition to the policy?","Static code analysis","FALSE"
"Basic Security","Security","A security analyst and the management team are reviewing the organizational performance of a recent phishing campaign. The user click-through rate exceeded the acceptable risk threshold, and the management team wants to reduce the impact when a user clicks on a link in a phishing message. Which of the following should the analyst do?","Place posters around the office to raise awareness of common phishing activities.","FALSE"
"Basic Security","Security","A security analyst and the management team are reviewing the organizational performance of a recent phishing campaign. The user click-through rate exceeded the acceptable risk threshold, and the management team wants to reduce the impact when a user clicks on a link in a phishing message. Which of the following should the analyst do?","Implement email security filters to prevent phishing emails from being delivered.","FALSE"
"Basic Security","Security","A security analyst and the management team are reviewing the organizational performance of a recent phishing campaign. The user click-through rate exceeded the acceptable risk threshold, and the management team wants to reduce the impact when a user clicks on a link in a phishing message. Which of the following should the analyst do?","Update the EDR policies to block automatic execution of downloaded programs.","TRUE"
"Basic Security","Security","A security analyst and the management team are reviewing the organizational performance of a recent phishing campaign. The user click-through rate exceeded the acceptable risk threshold, and the management team wants to reduce the impact when a user clicks on a link in a phishing message. Which of the following should the analyst do?","Create additional training for users to recognize the signs of phishing attempts.","FALSE"
"Basic Security","Security","An accounting clerk sent money to an attacker's bank account after receiving fraudulent instructions to use a new account. Which of the following would most likely prevent this activity in the future?","Standardizing security incident reporting","FALSE"
"Basic Security","Security","An accounting clerk sent money to an attacker's bank account after receiving fraudulent instructions to use a new account. Which of the following would most likely prevent this activity in the future?","Executing regular phishing campaigns","FALSE"
"Basic Security","Security","An accounting clerk sent money to an attacker's bank account after receiving fraudulent instructions to use a new account. Which of the following would most likely prevent this activity in the future?","Implementing insider threat detection measures","FALSE"
"Basic Security","Security","An accounting clerk sent money to an attacker's bank account after receiving fraudulent instructions to use a new account. Which of the following would most likely prevent this activity in the future?","Updating processes for sending wire transfers","TRUE"
"Basic Security","Security","Which of the following describes the maximum allowance of accepted risk?","Risk indicator","FALSE"
"Basic Security","Security","Which of the following describes the maximum allowance of accepted risk?","Risk level","FALSE"
"Basic Security","Security","Which of the following describes the maximum allowance of accepted risk?","Risk score","FALSE"
"Basic Security","Security","Which of the following describes the maximum allowance of accepted risk?","Risk threshold","TRUE"
"Basic Security","Security","A technician is opening ports on a firewall for a new system being deployed and supported by a SaaS provider. Which of the following is a risk in the new system?","Default credentials","FALSE"
"Basic Security","Security","A technician is opening ports on a firewall for a new system being deployed and supported by a SaaS provider. Which of the following is a risk in the new system?","Non-segmented network","FALSE"
"Basic Security","Security","A technician is opening ports on a firewall for a new system being deployed and supported by a SaaS provider. Which of the following is a risk in the new system?","Supply chain vendor","TRUE"
"Basic Security","Security","A technician is opening ports on a firewall for a new system being deployed and supported by a SaaS provider. Which of the following is a risk in the new system?","Vulnerable software","TRUE"
"Basic Security","Security","Which of the following is used to validate a certificate when it is presented to a user?","OCSP","TRUE"
"Basic Security","Security","Which of the following is used to validate a certificate when it is presented to a user?","CSR","FALSE"
"Basic Security","Security","Which of the following is used to validate a certificate when it is presented to a user?","CA","FALSE"
"Basic Security","Security","Which of the following is used to validate a certificate when it is presented to a user?","CRC","FALSE"
"Basic Security","Security","Which of the following security concepts is the best reason for permissions on a human resources fileshare to follow the principle of least privilege?","Integrity","FALSE"
"Basic Security","Security","Which of the following security concepts is the best reason for permissions on a human resources fileshare to follow the principle of least privilege?","Availability","FALSE"
"Basic Security","Security","Which of the following security concepts is the best reason for permissions on a human resources fileshare to follow the principle of least privilege?","Confidentiality","TRUE"
"Basic Security","Security","Which of the following security concepts is the best reason for permissions on a human resources fileshare to follow the principle of least privilege?","Non-repudiation","FALSE"
"Basic Security","Security","A company is required to perform a risk assessment on an annual basis. Which of the following types of risk assessments does this requirement describe?","Continuous","FALSE"
"Basic Security","Security","A company is required to perform a risk assessment on an annual basis. Which of the following types of risk assessments does this requirement describe?","Ad hoc","FALSE"
"Basic Security","Security","A company is required to perform a risk assessment on an annual basis. Which of the following types of risk assessments does this requirement describe?","Recurring","TRUE"
"Basic Security","Security","A company is required to perform a risk assessment on an annual basis. Which of the following types of risk assessments does this requirement describe?","One time","FALSE"
"Basic Security","Security","Which of the following would help ensure a security analyst is able to accurately measure the overall risk to an organization when a new vulnerability is disclosed?","A full inventory of all hardware and software","TRUE"
"Basic Security","Security","Which of the following would help ensure a security analyst is able to accurately measure the overall risk to an organization when a new vulnerability is disclosed?","Documentation of system classifications","FALSE"
"Basic Security","Security","Which of the following would help ensure a security analyst is able to accurately measure the overall risk to an organization when a new vulnerability is disclosed?","A list of system owners and their departments","FALSE"
"Basic Security","Security","Which of the following would help ensure a security analyst is able to accurately measure the overall risk to an organization when a new vulnerability is disclosed?","Third-party risk assessment documentation","FALSE"
"Basic Security","Security","Which of the following best practices gives administrators a set period to perform changes to an operational system to ensure availability and minimize business impacts?","Impact analysis","FALSE"
"Basic Security","Security","Which of the following best practices gives administrators a set period to perform changes to an operational system to ensure availability and minimize business impacts?","Scheduled downtime","TRUE"
"Basic Security","Security","Which of the following best practices gives administrators a set period to perform changes to an operational system to ensure availability and minimize business impacts?","Backout plan","FALSE"
"Basic Security","Security","Which of the following best practices gives administrators a set period to perform changes to an operational system to ensure availability and minimize business impacts?","Change management boards","FALSE"
"Basic Security","Security","During the onboarding process, an employee needs to create a password for an intranet account. The password must include ten characters, numbers, and letters, and two special characters. Once the password is created, the company will grant the employee access to other company-owned websites based on the intranet profile. Which of the following access management concepts is the company most likely using to safeguard intranet accounts and grant access to multiple sites based on a user's intranet account? (Choose two.)","Federation","TRUE"
"Basic Security","Security","During the onboarding process, an employee needs to create a password for an intranet account. The password must include ten characters, numbers, and letters, and two special characters. Once the password is created, the company will grant the employee access to other company-owned websites based on the intranet profile. Which of the following access management concepts is the company most likely using to safeguard intranet accounts and grant access to multiple sites based on a user's intranet account? (Choose two.)","Identity proofing","FALSE"
"Basic Security","Security","During the onboarding process, an employee needs to create a password for an intranet account. The password must include ten characters, numbers, and letters, and two special characters. Once the password is created, the company will grant the employee access to other company-owned websites based on the intranet profile. Which of the following access management concepts is the company most likely using to safeguard intranet accounts and grant access to multiple sites based on a user's intranet account? (Choose two.)","Password complexity","TRUE"
"Basic Security","Security","During the onboarding process, an employee needs to create a password for an intranet account. The password must include ten characters, numbers, and letters, and two special characters. Once the password is created, the company will grant the employee access to other company-owned websites based on the intranet profile. Which of the following access management concepts is the company most likely using to safeguard intranet accounts and grant access to multiple sites based on a user's intranet account? (Choose two.)","Default password changes","FALSE"
"Basic Security","Security","During the onboarding process, an employee needs to create a password for an intranet account. The password must include ten characters, numbers, and letters, and two special characters. Once the password is created, the company will grant the employee access to other company-owned websites based on the intranet profile. Which of the following access management concepts is the company most likely using to safeguard intranet accounts and grant access to multiple sites based on a user's intranet account? (Choose two.)","Password manager","FALSE"
"Basic Security","Security","During the onboarding process, an employee needs to create a password for an intranet account. The password must include ten characters, numbers, and letters, and two special characters. Once the password is created, the company will grant the employee access to other company-owned websites based on the intranet profile. Which of the following access management concepts is the company most likely using to safeguard intranet accounts and grant access to multiple sites based on a user's intranet account? (Choose two.)","Open authentication","FALSE"
"Basic Security","Security","A network manager wants to protect the company's VPN by implementing multifactor authentication that uses: Something you know - Something you have - Something you are - Which of the following would accomplish the manager's goal?","Domain name, PKI, GeoIP lookup","FALSE"
"Basic Security","Security","A network manager wants to protect the company's VPN by implementing multifactor authentication that uses: Something you know - Something you have - Something you are - Which of the following would accomplish the manager's goal?","VPN IP address, company ID, facial structure","FALSE"
"Basic Security","Security","A network manager wants to protect the company's VPN by implementing multifactor authentication that uses: Something you know - Something you have - Something you are - Which of the following would accomplish the manager's goal?","Password, authentication token, thumbprint","TRUE"
"Basic Security","Security","A network manager wants to protect the company's VPN by implementing multifactor authentication that uses: Something you know - Something you have - Something you are - Which of the following would accomplish the manager's goal?","Company URL, TLS certificate, home address","FALSE"
"Basic Security","Security","Which of the following risk management strategies should an enterprise adopt first if a legacy application is critical to business operations and there are preventative controls that are not yet implemented?","Mitigate","TRUE"
"Basic Security","Security","Which of the following risk management strategies should an enterprise adopt first if a legacy application is critical to business operations and there are preventative controls that are not yet implemented?","Accept","FALSE"
"Basic Security","Security","Which of the following risk management strategies should an enterprise adopt first if a legacy application is critical to business operations and there are preventative controls that are not yet implemented?","Transfer","FALSE"
"Basic Security","Security","Which of the following risk management strategies should an enterprise adopt first if a legacy application is critical to business operations and there are preventative controls that are not yet implemented?","Avoid","FALSE"
"Basic Security","Security","Which of the following would be most useful in determining whether the long-term cost to transfer a risk is less than the impact of the risk?","ARO","FALSE"
"Basic Security","Security","Which of the following would be most useful in determining whether the long-term cost to transfer a risk is less than the impact of the risk?","RTO","FALSE"
"Basic Security","Security","Which of the following would be most useful in determining whether the long-term cost to transfer a risk is less than the impact of the risk?","RPO","FALSE"
"Basic Security","Security","Which of the following would be most useful in determining whether the long-term cost to transfer a risk is less than the impact of the risk?","ALE","TRUE"
"Basic Security","Security","Which of the following would be most useful in determining whether the long-term cost to transfer a risk is less than the impact of the risk?","SLE","FALSE"
"Basic Security","Security","A technician is deploying a new security camera. Which of the following should the technician do?","Configure the correct VLAN.","FALSE"
"Basic Security","Security","A technician is deploying a new security camera. Which of the following should the technician do?","Perform a vulnerability scan.","FALSE"
"Basic Security","Security","A technician is deploying a new security camera. Which of the following should the technician do?","Disable unnecessary ports.","FALSE"
"Basic Security","Security","A technician is deploying a new security camera. Which of the following should the technician do?","Conduct a site survey.","TRUE"
"Basic Security","Security","An enterprise is working with a third party and needs to allow access between the internal networks of both parties for a secure file migration. The solution needs to ensure encryption is applied to all traffic that is traversing the networks. Which of the following solutions should most likely be implemented?","EAP","FALSE"
"Basic Security","Security","An enterprise is working with a third party and needs to allow access between the internal networks of both parties for a secure file migration. The solution needs to ensure encryption is applied to all traffic that is traversing the networks. Which of the following solutions should most likely be implemented?","IPSec","TRUE"
"Basic Security","Security","An enterprise is working with a third party and needs to allow access between the internal networks of both parties for a secure file migration. The solution needs to ensure encryption is applied to all traffic that is traversing the networks. Which of the following solutions should most likely be implemented?","SD-WAN","FALSE"
"Basic Security","Security","An enterprise is working with a third party and needs to allow access between the internal networks of both parties for a secure file migration. The solution needs to ensure encryption is applied to all traffic that is traversing the networks. Which of the following solutions should most likely be implemented?","TLS","FALSE"
"Basic Security","Security","A software developer released a new application and is distributing application files via the developer's website. Which of the following should the developer post on the website to allow users to verify the integrity of the downloaded files?","Hashes","TRUE"
"Basic Security","Security","A software developer released a new application and is distributing application files via the developer's website. Which of the following should the developer post on the website to allow users to verify the integrity of the downloaded files?","Certificates","FALSE"
"Basic Security","Security","A software developer released a new application and is distributing application files via the developer's website. Which of the following should the developer post on the website to allow users to verify the integrity of the downloaded files?","Algorithms","FALSE"
"Basic Security","Security","A software developer released a new application and is distributing application files via the developer's website. Which of the following should the developer post on the website to allow users to verify the integrity of the downloaded files?","Salting","FALSE"
"Basic Security","Security","An administrator finds that all user workstations and servers are displaying a message that is associated with files containing an extension of .ryk. Which of the following types of infections is present on the systems?","Virus","FALSE"
"Basic Security","Security","An administrator finds that all user workstations and servers are displaying a message that is associated with files containing an extension of .ryk. Which of the following types of infections is present on the systems?","Trojan","FALSE"
"Basic Security","Security","An administrator finds that all user workstations and servers are displaying a message that is associated with files containing an extension of .ryk. Which of the following types of infections is present on the systems?","Spyware","FALSE"
"Basic Security","Security","An administrator finds that all user workstations and servers are displaying a message that is associated with files containing an extension of .ryk. Which of the following types of infections is present on the systems?","Ransomware","TRUE"
"Basic Security","Security","An organization would like to calculate the time needed to resolve a hardware issue with a server. Which of the following risk management processes describes this example?","Recovery point objective","FALSE"
"Basic Security","Security","An organization would like to calculate the time needed to resolve a hardware issue with a server. Which of the following risk management processes describes this example?","Mean time between failures","FALSE"
"Basic Security","Security","An organization would like to calculate the time needed to resolve a hardware issue with a server. Which of the following risk management processes describes this example?","Recovery time objective","FALSE"
"Basic Security","Security","An organization would like to calculate the time needed to resolve a hardware issue with a server. Which of the following risk management processes describes this example?","Mean time to repair","TRUE"
"Basic Security","Security","An IT manager is increasing the security capabilities of an organization after a data classification initiative determined that sensitive data could be exfiltrated from the environment. Which of the following solutions would mitigate the risk?","XDR","FALSE"
"Basic Security","Security","An IT manager is increasing the security capabilities of an organization after a data classification initiative determined that sensitive data could be exfiltrated from the environment. Which of the following solutions would mitigate the risk?","SPF","FALSE"
"Basic Security","Security","An IT manager is increasing the security capabilities of an organization after a data classification initiative determined that sensitive data could be exfiltrated from the environment. Which of the following solutions would mitigate the risk?","DLP","TRUE"
"Basic Security","Security","An IT manager is increasing the security capabilities of an organization after a data classification initiative determined that sensitive data could be exfiltrated from the environment. Which of the following solutions would mitigate the risk?","DMARC","FALSE"
"Basic Security","Security","A new employee logs in to the email system for the first time and notices a message from human resources about onboarding. The employee hovers over a few of the links within the email and discovers that the links do not correspond to links associated with the company. Which of the following attack vectors is most likely being used?","Business email","FALSE"
"Basic Security","Security","A new employee logs in to the email system for the first time and notices a message from human resources about onboarding. The employee hovers over a few of the links within the email and discovers that the links do not correspond to links associated with the company. Which of the following attack vectors is most likely being used?","Social engineering","TRUE"
"Basic Security","Security","A new employee logs in to the email system for the first time and notices a message from human resources about onboarding. The employee hovers over a few of the links within the email and discovers that the links do not correspond to links associated with the company. Which of the following attack vectors is most likely being used?","Unsecured network","FALSE"
"Basic Security","Security","A new employee logs in to the email system for the first time and notices a message from human resources about onboarding. The employee hovers over a few of the links within the email and discovers that the links do not correspond to links associated with the company. Which of the following attack vectors is most likely being used?","Default credentials","FALSE"
"Basic Security","Security","Which of the following considerations is the most important for an organization to evaluate as it establishes and maintains a data privacy program?","Reporting structure for the data privacy officer","FALSE"
"Basic Security","Security","Which of the following considerations is the most important for an organization to evaluate as it establishes and maintains a data privacy program?","Request process for data subject access","FALSE"
"Basic Security","Security","Which of the following considerations is the most important for an organization to evaluate as it establishes and maintains a data privacy program?","Role as controller or processor","TRUE"
"Basic Security","Security","Which of the following considerations is the most important for an organization to evaluate as it establishes and maintains a data privacy program?","Physical location of the company","FALSE"
"Basic Security","Security","Which of the following is classified as high availability in a cloud environment?","Access broker","FALSE"
"Basic Security","Security","Which of the following is classified as high availability in a cloud environment?","Cloud HSM","FALSE"
"Basic Security","Security","Which of the following is classified as high availability in a cloud environment?","WAF","FALSE"
"Basic Security","Security","Which of the following is classified as high availability in a cloud environment?","Load balancer","TRUE"
"Basic Security","Security","An organization completed a project to deploy SSO across all business applications last year. Recently, the finance department selected a new cloud-based accounting software vendor. Which of the following should most likely be configured during the new software deployment?","RADIUS","FALSE"
"Basic Security","Security","An organization completed a project to deploy SSO across all business applications last year. Recently, the finance department selected a new cloud-based accounting software vendor. Which of the following should most likely be configured during the new software deployment?","SAML","TRUE"
"Basic Security","Security","An organization completed a project to deploy SSO across all business applications last year. Recently, the finance department selected a new cloud-based accounting software vendor. Which of the following should most likely be configured during the new software deployment?","EAP","FALSE"
"Basic Security","Security","An organization completed a project to deploy SSO across all business applications last year. Recently, the finance department selected a new cloud-based accounting software vendor. Which of the following should most likely be configured during the new software deployment?","OpenID","FALSE"
"Basic Security","Security","A network engineer deployed a redundant switch stack to increase system availability. However, the budget can only cover the cost of one ISP connection. Which of the following best describes the potential risk factor?","The equipment MTBF is unknown.","FALSE"
"Basic Security","Security","A network engineer deployed a redundant switch stack to increase system availability. However, the budget can only cover the cost of one ISP connection. Which of the following best describes the potential risk factor?","The ISP has no SLA.","FALSE"
"Basic Security","Security","A network engineer deployed a redundant switch stack to increase system availability. However, the budget can only cover the cost of one ISP connection. Which of the following best describes the potential risk factor?","An RPO has not been determined.","FALSE"
