QuizTitle,Category,QuestionText,AnswerText,IsCorrect,QuestionImgKey
1V0-21.20,Data Center Virtualization,Which storage protocol is supported by vSphere?,FTP,false,
1V0-21.20,Data Center Virtualization,Which two configuration options can only be enabled on distributed switches? (Choose two.),Port Mirroring,false,
1V0-21.20,Data Center Virtualization,Which two configuration options can only be enabled on distributed switches? (Choose two.),VLAN IDs,false,
1V0-21.20,Data Center Virtualization,Which two configuration options can only be enabled on distributed switches? (Choose two.),NetFlow,false,
1V0-21.20,Data Center Virtualization,Which two configuration options can only be enabled on distributed switches? (Choose two.),NIC Teaming,true,
1V0-21.20,Data Center Virtualization,Which two configuration options can only be enabled on distributed switches? (Choose two.),Load Balancing,true,
1V0-21.20,Data Center Virtualization,An administrator needs to migrate a powered off virtual machine to another cluster with no shared storage. Which option should the administrator select for a successful migration?,Change compute resource only,true,
1V0-21.20,Data Center Virtualization,An administrator needs to migrate a powered off virtual machine to another cluster with no shared storage. Which option should the administrator select for a successful migration?,Change both compute resource and storage,false,
1V0-21.20,Data Center Virtualization,An administrator needs to migrate a powered off virtual machine to another cluster with no shared storage. Which option should the administrator select for a successful migration?,Migrate virtual machine(s) to a specific datacenter,false,
1V0-21.20,Data Center Virtualization,An administrator needs to migrate a powered off virtual machine to another cluster with no shared storage. Which option should the administrator select for a successful migration?,Change storage only,false,
1V0-21.20,Data Center Virtualization,Which two block storage protocols are supported on vSphere? (Choose two.),SAN,false,
1V0-21.20,Data Center Virtualization,Which two block storage protocols are supported on vSphere? (Choose two.),SMB,true,
1V0-21.20,Data Center Virtualization,Which two block storage protocols are supported on vSphere? (Choose two.),NFSv4.1,false,
1V0-21.20,Data Center Virtualization,Which two block storage protocols are supported on vSphere? (Choose two.),iSCSI,true,
1V0-21.20,Data Center Virtualization,Which two block storage protocols are supported on vSphere? (Choose two.),NFSv3,false,
1V0-21.20,Data Center Virtualization,A vSphere operator discovers a storage problem with the following PDL error message: Permanently inaccessible device :naa.1234567890 has no more open connections. What should the operator conclude from this error message?,"A storage device is disconnected, but it can be reconnected by a host reboot.",false,
1V0-21.20,Data Center Virtualization,A vSphere operator discovers a storage problem with the following PDL error message: Permanently inaccessible device :naa.1234567890 has no more open connections. What should the operator conclude from this error message?,A storage device has failed and is expected to become available.,false,
1V0-21.20,Data Center Virtualization,A vSphere operator discovers a storage problem with the following PDL error message: Permanently inaccessible device :naa.1234567890 has no more open connections. What should the operator conclude from this error message?,A storage device has failed and is not expected to become available.,true,
1V0-21.20,Data Center Virtualization,A vSphere operator discovers a storage problem with the following PDL error message: Permanently inaccessible device :naa.1234567890 has no more open connections. What should the operator conclude from this error message?,"A storage device is disconnected, but it is treated as a transient issue.",false,
1V0-21.20,Data Center Virtualization,Which piece of information does vSphere DRS consider when making decisions about which host to place a virtual machine?,Storage bandwidth on the host,false,
1V0-21.20,Data Center Virtualization,Which piece of information does vSphere DRS consider when making decisions about which host to place a virtual machine?,Network usage by the virtual machine,false,
1V0-21.20,Data Center Virtualization,Which piece of information does vSphere DRS consider when making decisions about which host to place a virtual machine?,Network bandwidth on the host,true,
1V0-21.20,Data Center Virtualization,Which piece of information does vSphere DRS consider when making decisions about which host to place a virtual machine?,Disk usage by the virtual machine,false,
1V0-21.20,Data Center Virtualization,"Which vSphere feature provides continuous availability, allowing users to protect any virtual machine from a host failure with no loss of data or connectivity?",vSphere Fault Tolerance,true,
1V0-21.20,Data Center Virtualization,"Which vSphere feature provides continuous availability, allowing users to protect any virtual machine from a host failure with no loss of data or connectivity?",vSphere vMotion,false,
1V0-21.20,Data Center Virtualization,"Which vSphere feature provides continuous availability, allowing users to protect any virtual machine from a host failure with no loss of data or connectivity?",Enhanced vMotion Compatibility,false,
1V0-21.20,Data Center Virtualization,"Which vSphere feature provides continuous availability, allowing users to protect any virtual machine from a host failure with no loss of data or connectivity?",vSphere HA,false,
1V0-21.20,Data Center Virtualization,A vSphere administrator has multiple virtual machines running on a VMFS datastore. Which setting prioritizes the disk access for the virtual machines?,Disk Shares,true,
1V0-21.20,Data Center Virtualization,A vSphere administrator has multiple virtual machines running on a VMFS datastore. Which setting prioritizes the disk access for the virtual machines?,Disk Mode,false,
1V0-21.20,Data Center Virtualization,A vSphere administrator has multiple virtual machines running on a VMFS datastore. Which setting prioritizes the disk access for the virtual machines?,Hard disk,false,
1V0-21.20,Data Center Virtualization,A vSphere administrator has multiple virtual machines running on a VMFS datastore. Which setting prioritizes the disk access for the virtual machines?,Disk type,false,
1V0-21.20,Data Center Virtualization,A developer is concerned about a virtual machine's CPU usage over the past month. How can an administrator show the CPU usage over this time period to the developer?,"Select the VM's Summary tab, then view the VM Hardware pane.",false,
1V0-21.20,Data Center Virtualization,A developer is concerned about a virtual machine's CPU usage over the past month. How can an administrator show the CPU usage over this time period to the developer?,"Select the VM's Summary tab, then view CPU Usage.",true,
1V0-21.20,Data Center Virtualization,A developer is concerned about a virtual machine's CPU usage over the past month. How can an administrator show the CPU usage over this time period to the developer?,"Select the VM's Monitor tab, then select Overview.",false,
1V0-21.20,Data Center Virtualization,A developer is concerned about a virtual machine's CPU usage over the past month. How can an administrator show the CPU usage over this time period to the developer?,"Select the VM's Monitor tab, then select Events.",false,
1V0-21.20,Data Center Virtualization,"Which sequence of steps must a vSphere operator take to create an NFS datastore for a host, a cluster, or a data center?","From the Datastores tab, select NFS > New Datastore",false,
1V0-21.20,Data Center Virtualization,"Which sequence of steps must a vSphere operator take to create an NFS datastore for a host, a cluster, or a data center?","Select an ESXi host, click the Configure tab > Storage Devices",false,
1V0-21.20,Data Center Virtualization,"Which sequence of steps must a vSphere operator take to create an NFS datastore for a host, a cluster, or a data center?","From the Actions drop-down menu, select NFS > New Datastore",true,
1V0-21.20,Data Center Virtualization,"Which sequence of steps must a vSphere operator take to create an NFS datastore for a host, a cluster, or a data center?","Right-click on an ESXi host, select Storage > New Datastore",false,
1V0-21.20,Data Center Virtualization,A VMware administrator monitoring a project has been advised to run the compute health check using the vSphere 7 client to monitor the ESXi hosts health. How should the administrator approach this task?,Host > Monitor > Skyline Health > Expand Online Health Connectivity > Compute Health Checks > Retest,true,
1V0-21.20,Data Center Virtualization,A VMware administrator monitoring a project has been advised to run the compute health check using the vSphere 7 client to monitor the ESXi hosts health. How should the administrator approach this task?,Host > Monitor > Issues and Alarms,false,
1V0-21.20,Data Center Virtualization,A VMware administrator monitoring a project has been advised to run the compute health check using the vSphere 7 client to monitor the ESXi hosts health. How should the administrator approach this task?,Menu > Administration > Deployment > System Configuration,false,
1V0-21.20,Data Center Virtualization,A VMware administrator monitoring a project has been advised to run the compute health check using the vSphere 7 client to monitor the ESXi hosts health. How should the administrator approach this task?,Host > Monitor > Events,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature mitigates common optimization challenges?,vSphere Trust Authority,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature mitigates common optimization challenges?,vSphere High Availability,false,
1V0-21.20,Data Center Virtualization,Which vSphere feature mitigates common optimization challenges?,vSphere DRS,true,
1V0-21.20,Data Center Virtualization,Which vSphere feature mitigates common optimization challenges?,vSphere Fault Tolerance,false,
1V0-21.20,Data Center Virtualization,An administrator has configured a Linux virtual machine and found that it does not have network connectivity. The administrator notices this when trying to ping the default gateway and nothing comes back. The administrator needs to verify that the guest operating system is configured properly. What is the first step that the administrator should take to meet this goal?,Verify that VMware Tools has been loaded on the guest operating system,false,
1V0-21.20,Data Center Virtualization,An administrator has configured a Linux virtual machine and found that it does not have network connectivity. The administrator notices this when trying to ping the default gateway and nothing comes back. The administrator needs to verify that the guest operating system is configured properly. What is the first step that the administrator should take to meet this goal?,Ping an outside source to see if you get a response,false,
1V0-21.20,Data Center Virtualization,An administrator has configured a Linux virtual machine and found that it does not have network connectivity. The administrator notices this when trying to ping the default gateway and nothing comes back. The administrator needs to verify that the guest operating system is configured properly. What is the first step that the administrator should take to meet this goal?,Confirm the link status of the virtual switch,false,
1V0-21.20,Data Center Virtualization,An administrator has configured a Linux virtual machine and found that it does not have network connectivity. The administrator notices this when trying to ping the default gateway and nothing comes back. The administrator needs to verify that the guest operating system is configured properly. What is the first step that the administrator should take to meet this goal?,Check that the virtual network adapter is present and enabled,true,
1V0-21.20,Data Center Virtualization,An administrator is tasked with evacuating a storage array because it has been replaced. Which feature meets this requirement?,Storage vMotion,true,
1V0-21.20,Data Center Virtualization,An administrator is tasked with evacuating a storage array because it has been replaced. Which feature meets this requirement?,vSphere vMotion,false,
1V0-21.20,Data Center Virtualization,An administrator is tasked with evacuating a storage array because it has been replaced. Which feature meets this requirement?,Proactive HA,false,
1V0-21.20,Data Center Virtualization,An administrator is tasked with evacuating a storage array because it has been replaced. Which feature meets this requirement?,Predictive DRS,false,
1V0-21.20,Data Center Virtualization,Which object-based storage can be used to store virtual machines?,NFS,false,
1V0-21.20,Data Center Virtualization,Which object-based storage can be used to store virtual machines?,VMFS,true,
1V0-21.20,Data Center Virtualization,Which object-based storage can be used to store virtual machines?,RDM,false,
1V0-21.20,Data Center Virtualization,Which object-based storage can be used to store virtual machines?,vVols,false,
1V0-21.20,Data Center Virtualization,An administrator has been tasked with associating multiple uplink adapters with a single switch that will share the load of traffic. Which networking feature should the administrator configure?,VLAN,false,
1V0-21.20,Data Center Virtualization,An administrator has been tasked with associating multiple uplink adapters with a single switch that will share the load of traffic. Which networking feature should the administrator configure?,Distributed Port Group,false,
1V0-21.20,Data Center Virtualization,An administrator has been tasked with associating multiple uplink adapters with a single switch that will share the load of traffic. Which networking feature should the administrator configure?,NIC Teaming,true,
1V0-21.20,Data Center Virtualization,An administrator has been tasked with associating multiple uplink adapters with a single switch that will share the load of traffic. Which networking feature should the administrator configure?,Host Proxy Switch,false,
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the firewall rule?,"It is a distributed firewall applied to App-Servers, DB-Servers and Web-Servers that rejects traffic on port 22.",false,1V0-21.20_Q021.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the firewall rule?,It is a gateway firewall applied to a Tier-1 gateway that rejects traffic on port 22.,false,1V0-21.20_Q021.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the firewall rule?,"It is a distributed firewall applied to App-Servers, DB-Servers and Web-Servers that drops traffic on port 22.",true,1V0-21.20_Q021.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the firewall rule?,It is a gateway firewall applied to a Tier-0 gateway that drops traffic on port 22.,false,1V0-21.20_Q021.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the host transport nodes?,sa-esxi-04.vclass.local is successfully prepared for NSX with a TEP address of 172.20.11.151.,false,1V0-21.20_Q022.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the host transport nodes?,sa-esxi-02.vclass.local is successfully prepared for NSX with a TEP address of 172.20.10.52.,false,1V0-21.20_Q022.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the host transport nodes?,sa-esxi-05.vclass.local is successfully prepared for NSX with a TEP address of 172.20.10.55.,false,1V0-21.20_Q022.png
1V0-21.20,Data Center Virtualization,Given this exhibit: Which statement is true about the host transport nodes?,sa-esxi-03.vclass.local had an error while being prepared for NSX with no TEP address assigned.,true,1V0-21.20_Q022.png
1V0-21.20,Data Center Virtualization,"A customer needs to simplify application migration, workload rebalancing, and business continuity across data centers and clouds. Which product can help?",vRealize Operations,false,
1V0-21.20,Data Center Virtualization,"A customer needs to simplify application migration, workload rebalancing, and business continuity across data centers and clouds. Which product can help?",NSX Cloud,false,
1V0-21.20,Data Center Virtualization,"A customer needs to simplify application migration, workload rebalancing, and business continuity across data centers and clouds. Which product can help?",VMware Carbon Black,false,
1V0-21.20,Data Center Virtualization,"A customer needs to simplify application migration, workload rebalancing, and business continuity across data centers and clouds. Which product can help?",VMware HCX,true,
1V0-21.20,Data Center Virtualization,"Which plane in the NSX-T Data Center Architecture is used to create, read, update, and delete (CRUD) operations?",Local Control Plane (LCP),false,
1V0-21.20,Data Center Virtualization,"Which plane in the NSX-T Data Center Architecture is used to create, read, update, and delete (CRUD) operations?",Management Plane,true,
1V0-21.20,Data Center Virtualization,"Which plane in the NSX-T Data Center Architecture is used to create, read, update, and delete (CRUD) operations?",Data Plane,false,
1V0-21.20,Data Center Virtualization,"Which plane in the NSX-T Data Center Architecture is used to create, read, update, and delete (CRUD) operations?",Central Control Plane (CCP),false,
1V0-21.20,Data Center Virtualization,An administrator is planning to upgrade hardware and needs to keep the virtual machines online during the process. Which vSphere feature will allow this to occur?,vSphere Distributed Power Management,false,
1V0-21.20,Data Center Virtualization,An administrator is planning to upgrade hardware and needs to keep the virtual machines online during the process. Which vSphere feature will allow this to occur?,vSphere Distributed Resource Scheduler,false,
1V0-21.20,Data Center Virtualization,An administrator is planning to upgrade hardware and needs to keep the virtual machines online during the process. Which vSphere feature will allow this to occur?,vSphere High Availability,false,
1V0-21.20,Data Center Virtualization,An administrator is planning to upgrade hardware and needs to keep the virtual machines online during the process. Which vSphere feature will allow this to occur?,vSphere Motion,true,
1V0-21.20,Data Center Virtualization,How are NSX managed compute endpoints called?,Transport Zone,false,
1V0-21.20,Data Center Virtualization,How are NSX managed compute endpoints called?,vSphere Node,false,
1V0-21.20,Data Center Virtualization,How are NSX managed compute endpoints called?,Transport Node,true,
1V0-21.20,Data Center Virtualization,How are NSX managed compute endpoints called?,Compute Node,false,
1V0-21.20,Data Center Virtualization,A customer needs to create a multi-tier network infrastructure. What does the customer need to do to create this infrastructure?,"Connect segments to a Tier-1 gateway, and connect the Tier-1 gateway to the Tier-0 gateway.",false,
1V0-21.20,Data Center Virtualization,A customer needs to create a multi-tier network infrastructure. What does the customer need to do to create this infrastructure?,Connect segments to the Tier-1 gateway only.,false,
1V0-21.20,Data Center Virtualization,A customer needs to create a multi-tier network infrastructure. What does the customer need to do to create this infrastructure?,"Connect segments to a Tier-0 gateway, and connect the Tier-0 gateway to the Tier-1 gateway.",false,
1V0-21.20,Data Center Virtualization,A customer needs to create a multi-tier network infrastructure. What does the customer need to do to create this infrastructure?,Connect segments to the Tier-0 gateway only.,true,
1V0-21.20,Data Center Virtualization,Which plane is responsible for creating and deleting network objects in the NSX-T Data Center Architecture?,Control Plane,false,
1V0-21.20,Data Center Virtualization,Which plane is responsible for creating and deleting network objects in the NSX-T Data Center Architecture?,Data Plane,false,
1V0-21.20,Data Center Virtualization,Which plane is responsible for creating and deleting network objects in the NSX-T Data Center Architecture?,Life Cycle Plane,false,
1V0-21.20,Data Center Virtualization,Which plane is responsible for creating and deleting network objects in the NSX-T Data Center Architecture?,Management Plane,true,
1V0-21.20,Data Center Virtualization,Which security services are natively provided by NSX-T Data Center?,Network introspection,false,
1V0-21.20,Data Center Virtualization,Which security services are natively provided by NSX-T Data Center?,Endpoint protection,true,
1V0-21.20,Data Center Virtualization,Which security services are natively provided by NSX-T Data Center?,Distributed IDS,false,
1V0-21.20,Data Center Virtualization,Which security services are natively provided by NSX-T Data Center?,Anti-virus protection,false,
1V0-21.20,Data Center Virtualization,A customer has experienced a disaster. Which statement describes a recovery benefit of a vSphere Environment with NSX Data Center?,NSX Datacenter enables replication between sites.,false,
1V0-21.20,Data Center Virtualization,A customer has experienced a disaster. Which statement describes a recovery benefit of a vSphere Environment with NSX Data Center?,Workload mobility is tied to vCenter server.,false,
1V0-21.20,Data Center Virtualization,A customer has experienced a disaster. Which statement describes a recovery benefit of a vSphere Environment with NSX Data Center?,It simplifies the DR by not requiring the change of the IP addresses of workloads.,false,
1V0-21.20,Data Center Virtualization,A customer has experienced a disaster. Which statement describes a recovery benefit of a vSphere Environment with NSX Data Center?,It is a requirement to stretch cluster to have a DR scenario.,true,
1V0-21.20,Data Center Virtualization,What is the benefit of connecting segments to Tier-1 Gateways?,Enhanced cloud consumption model,false,
1V0-21.20,Data Center Virtualization,What is the benefit of connecting segments to Tier-1 Gateways?,Enhanced micro-segmentation model,false,
1V0-21.20,Data Center Virtualization,What is the benefit of connecting segments to Tier-1 Gateways?,Enhanced East/West communication,true,
1V0-21.20,Data Center Virtualization,What is the benefit of connecting segments to Tier-1 Gateways?,Enhanced North/South communication,false,
1V0-21.20,Data Center Virtualization,What does a customer need to configure to create GENEVE backed segments using NSX-T Data Center?,VLAN Transport Zone,true,
1V0-21.20,Data Center Virtualization,What does a customer need to configure to create GENEVE backed segments using NSX-T Data Center?,Virtual Distributed Switch,false,
1V0-21.20,Data Center Virtualization,What does a customer need to configure to create GENEVE backed segments using NSX-T Data Center?,Virtual Standard Switch,false,
1V0-21.20,Data Center Virtualization,What does a customer need to configure to create GENEVE backed segments using NSX-T Data Center?,Overlay Transport Zone,false,
1V0-21.20,Data Center Virtualization,An administrator needs to configure a network that consists of three tiers. How can the administrator achieve routing between all of the segments using NSX-T?,With bridging,false,
1V0-21.20,Data Center Virtualization,An administrator needs to configure a network that consists of three tiers. How can the administrator achieve routing between all of the segments using NSX-T?,With firewall rules,false,
1V0-21.20,Data Center Virtualization,An administrator needs to configure a network that consists of three tiers. How can the administrator achieve routing between all of the segments using NSX-T?,With segments,true,
1V0-21.20,Data Center Virtualization,An administrator needs to configure a network that consists of three tiers. How can the administrator achieve routing between all of the segments using NSX-T?,With gateways,false,
1V0-21.20,Data Center Virtualization,A customer needs help detecting lateral threat movement on east-west network traffic across multi-cloud environments. Which solution should the customer use?,VMware HCX,false,
1V0-21.20,Data Center Virtualization,A customer needs help detecting lateral threat movement on east-west network traffic across multi-cloud environments. Which solution should the customer use?,NSX SD-WAN,false,
1V0-21.20,Data Center Virtualization,A customer needs help detecting lateral threat movement on east-west network traffic across multi-cloud environments. Which solution should the customer use?,NSX Distributed IDS,true,
1V0-21.20,Data Center Virtualization,A customer needs help detecting lateral threat movement on east-west network traffic across multi-cloud environments. Which solution should the customer use?,NSX Intelligence,false,
1V0-21.20,Data Center Virtualization,A customer requires visibility and dynamic security policy enforcement in an NSX-T Data Center environment. Which product should the customer use?,NSX Policy,true,
1V0-21.20,Data Center Virtualization,A customer requires visibility and dynamic security policy enforcement in an NSX-T Data Center environment. Which product should the customer use?,NSX Cloud,false,
1V0-21.20,Data Center Virtualization,A customer requires visibility and dynamic security policy enforcement in an NSX-T Data Center environment. Which product should the customer use?,NSX Distributed IDS,false,
1V0-21.20,Data Center Virtualization,A customer requires visibility and dynamic security policy enforcement in an NSX-T Data Center environment. Which product should the customer use?,NSX Intelligence,false,
1V0-21.20,Data Center Virtualization,What are three types of transport nodes in NSX-T? (Choose three.),NSX Edges,true,
1V0-21.20,Data Center Virtualization,What are three types of transport nodes in NSX-T? (Choose three.),NSX Controllers,true,
1V0-21.20,Data Center Virtualization,What are three types of transport nodes in NSX-T? (Choose three.),Physical routers,false,
1V0-21.20,Data Center Virtualization,What are three types of transport nodes in NSX-T? (Choose three.),Bare-metal servers,false,
1V0-21.20,Data Center Virtualization,What are three types of transport nodes in NSX-T? (Choose three.),NSX Managers F. Hypervisors,true,
1V0-21.20,Data Center Virtualization,Which two guest operating systems are supported when a virtual machine must be deployed? (Choose two.),T/TOS (Tandem Transactional OS),false,
1V0-21.20,Data Center Virtualization,Which two guest operating systems are supported when a virtual machine must be deployed? (Choose two.),Android,false,
1V0-21.20,Data Center Virtualization,Which two guest operating systems are supported when a virtual machine must be deployed? (Choose two.),MacOS,true,
1V0-21.20,Data Center Virtualization,Which two guest operating systems are supported when a virtual machine must be deployed? (Choose two.),Microsoft Windows,true,
1V0-21.20,Data Center Virtualization,Which two guest operating systems are supported when a virtual machine must be deployed? (Choose two.),iOS,false,
1V0-21.20,Data Center Virtualization,Which virtual machine (VM) problem is solved using vSphere Storage vMotion?,The vSphere Client shows that a VM needs to be consolidated.,false,
1V0-21.20,Data Center Virtualization,Which virtual machine (VM) problem is solved using vSphere Storage vMotion?,VMs are running on one ESXi host that presents high CPU resource contention.,false,
1V0-21.20,Data Center Virtualization,Which virtual machine (VM) problem is solved using vSphere Storage vMotion?,The storage array on which a VM is running requires to enter maintenance mode.,false,
1V0-21.20,Data Center Virtualization,Which virtual machine (VM) problem is solved using vSphere Storage vMotion?,The ESXi host on which a VM is running requires to enter maintenance mode.,true,
1V0-21.20,Data Center Virtualization,An administrator wants to deploy virtual machines on Windows 10 desktop. Which option accomplishes this goal?,Add an additional CD-ROM,false,
1V0-21.20,Data Center Virtualization,An administrator wants to deploy virtual machines on Windows 10 desktop. Which option accomplishes this goal?,Install Windows patches,false,
1V0-21.20,Data Center Virtualization,An administrator wants to deploy virtual machines on Windows 10 desktop. Which option accomplishes this goal?,Install a Type-2 hypervisor,true,
1V0-21.20,Data Center Virtualization,An administrator wants to deploy virtual machines on Windows 10 desktop. Which option accomplishes this goal?,Add additional network interface,false,
1V0-21.20,Data Center Virtualization,Which name identifies a VMkernel port in a virtual networking configuration?,vSwitch1,false,
1V0-21.20,Data Center Virtualization,Which name identifies a VMkernel port in a virtual networking configuration?,VM Network,false,
1V0-21.20,Data Center Virtualization,Which name identifies a VMkernel port in a virtual networking configuration?,vmnic1,false,
1V0-21.20,Data Center Virtualization,Which name identifies a VMkernel port in a virtual networking configuration?,vmk1,true,
1V0-21.20,Data Center Virtualization,A vSphere cluster running a virtual machine with VMware HA and DRS enabled in fully automated mode is experiencing a catastrophic host failure. Which action can the administrator expect DRS to take?,It will pro-actively move the virtual machine to a different cluster.,true,
1V0-21.20,Data Center Virtualization,A vSphere cluster running a virtual machine with VMware HA and DRS enabled in fully automated mode is experiencing a catastrophic host failure. Which action can the administrator expect DRS to take?,It will pro-actively move the virtual machine to a different host.,false,
1V0-21.20,Data Center Virtualization,A vSphere cluster running a virtual machine with VMware HA and DRS enabled in fully automated mode is experiencing a catastrophic host failure. Which action can the administrator expect DRS to take?,It will move the VM to a host in the same cluster with enough resources after the HA restart.,false,
1V0-21.20,Data Center Virtualization,A vSphere cluster running a virtual machine with VMware HA and DRS enabled in fully automated mode is experiencing a catastrophic host failure. Which action can the administrator expect DRS to take?,It will move the VM to a host in a different cluster with enough resources after the HA restart.,false,
1V0-21.20,Data Center Virtualization,"An alarm is triggered in vSphere Client due to a failure of a host in a cluster. The host has not returned to normal state, but the administrator wants to clear the alarm. Which sequence of steps should the administrator take to accomplish this goal?",Host > Monitor > Skyline Health,false,
1V0-21.20,Data Center Virtualization,"An alarm is triggered in vSphere Client due to a failure of a host in a cluster. The host has not returned to normal state, but the administrator wants to clear the alarm. Which sequence of steps should the administrator take to accomplish this goal?",Host > Configure > Alarm Definitions > select an alarm > Delete alarm,false,
1V0-21.20,Data Center Virtualization,"An alarm is triggered in vSphere Client due to a failure of a host in a cluster. The host has not returned to normal state, but the administrator wants to clear the alarm. Which sequence of steps should the administrator take to accomplish this goal?",Host > Monitor > Issues and Alarms > Triggered Alarms > select alarm > select Acknowledge,false,
1V0-21.20,Data Center Virtualization,"An alarm is triggered in vSphere Client due to a failure of a host in a cluster. The host has not returned to normal state, but the administrator wants to clear the alarm. Which sequence of steps should the administrator take to accomplish this goal?",Host > Monitor > Issues and Alarms > Triggered Alarms > select alarm > select Reset to Green,true,
1V0-21.20,Data Center Virtualization,Which feature must an administrator use to revert back to the previous version of a VM template?,Content Library,true,
1V0-21.20,Data Center Virtualization,Which feature must an administrator use to revert back to the previous version of a VM template?,VM Snapshots,false,
1V0-21.20,Data Center Virtualization,Which feature must an administrator use to revert back to the previous version of a VM template?,Storage vMotion,false,
1V0-21.20,Data Center Virtualization,Which feature must an administrator use to revert back to the previous version of a VM template?,VMware Tools,false,
1V0-21.20,Data Center Virtualization,"An operator must deploy three 0 named Win10-Template, and all three VMs must be configured with unique computer names. Which action must the operator take to achieve this goal?",Use a Windows 10 customization specification when deploying the virtual machines.,false,
1V0-21.20,Data Center Virtualization,"An operator must deploy three 0 named Win10-Template, and all three VMs must be configured with unique computer names. Which action must the operator take to achieve this goal?","Export Win10-Template to the local filesystem, and then change the computer name.",false,
1V0-21.20,Data Center Virtualization,"An operator must deploy three 0 named Win10-Template, and all three VMs must be configured with unique computer names. Which action must the operator take to achieve this goal?",Create the virtual machines using the New Virtual Machine wizard.,false,
1V0-21.20,Data Center Virtualization,"An operator must deploy three 0 named Win10-Template, and all three VMs must be configured with unique computer names. Which action must the operator take to achieve this goal?","Clone Win10-Template three times, and then change the computer name in each clone.",true,
1V0-21.20,Data Center Virtualization,"An administrator would like to enable a switch setting to restrict the network bandwidth that is available to ports, but the solution must also allow bursts of traffic to flow through at higher speeds. Which vSphere Distributed Switch setting accomplishes this goal?",Teaming and failover,false,
1V0-21.20,Data Center Virtualization,"An administrator would like to enable a switch setting to restrict the network bandwidth that is available to ports, but the solution must also allow bursts of traffic to flow through at higher speeds. Which vSphere Distributed Switch setting accomplishes this goal?",Traffic shaping,true,
