QuizTitle,Category,QuestionText,AnswerText,IsCorrect,QuestionImgKey
Cloud +,CV0-004,"A network administrator is budding a site-to-site VPN tunnel from the company's headquarters office
10 the company's public cloud development network. The network administrator confirms the following:
The VPN tunnel is established on the headquarter office firewall.
While inside the office, developers report that they cannot connect to the development network resources.
While outside the office on a client VPN, developers report that they can connect to the
development network resources.
The office and the client VPN have different IP subnet ranges.
The firewall flow logs show VPN traffic is reaching the development network from the office.
Which of the following is the next step the next network administrator should take to troubleshoot
the VPN tunnel?",D. Check the ACLS on the development workloads,FALSE,
Cloud +,CV0-004,"A company's man web application is no longer accessible via the internet. The cloud administrator
investigates and discovers the application is accessible locally and only via an IP access. Which of the
following was misconfigured?",A. IP,FALSE,
Cloud +,CV0-004,"A company's man web application is no longer accessible via the internet. The cloud administrator
investigates and discovers the application is accessible locally and only via an IP access. Which of the
following was misconfigured?",B. DHCP,FALSE,
Cloud +,CV0-004,"A company's man web application is no longer accessible via the internet. The cloud administrator
investigates and discovers the application is accessible locally and only via an IP access. Which of the
following was misconfigured?",C. NAT,FALSE,
Cloud +,CV0-004,"A company's man web application is no longer accessible via the internet. The cloud administrator
investigates and discovers the application is accessible locally and only via an IP access. Which of the
following was misconfigured?",D. DNS,TRUE,
Cloud +,CV0-004,"A cloud engineer is provisioning a new application that requires access to the organization's public
cloud resources. Which of the following is the best way for the cloud engineer to authenticate the
application?",A. Access key,TRUE,cv0-004_q007.png
Cloud +,CV0-004,"A cloud engineer is provisioning a new application that requires access to the organization's public
cloud resources. Which of the following is the best way for the cloud engineer to authenticate the
application?",B. API,FALSE,cv0-004_q007.png
Cloud +,CV0-004,"A cloud engineer is provisioning a new application that requires access to the organization's public
cloud resources. Which of the following is the best way for the cloud engineer to authenticate the
application?",C. MFA token,FALSE,cv0-004_q007.png
Cloud +,CV0-004,"A cloud engineer is provisioning a new application that requires access to the organization's public
cloud resources. Which of the following is the best way for the cloud engineer to authenticate the
application?",D. Username and Password,FALSE,cv0-004_q007.png
Cloud +,CV0-004,"A security engineer Identifies a vulnerability m a containerized application. The vulnerability can be
exploited by a privileged process to read tie content of the host's memory. The security engineer
reviews the following Dockerfile to determine a solution to mitigate similar exploits:
Which of the following is the best solution to prevent similar exploits by privileged processes?",A. Adding the USER myappuserinstruction,TRUE,cv0-004_q008.png
Cloud +,CV0-004,"A security engineer Identifies a vulnerability m a containerized application. The vulnerability can be
exploited by a privileged process to read tie content of the host's memory. The security engineer
reviews the following Dockerfile to determine a solution to mitigate similar exploits:
Which of the following is the best solution to prevent similar exploits by privileged processes?",B. Patching the host running the Docker daemon,FALSE,cv0-004_q008.png
Cloud +,CV0-004,"A security engineer Identifies a vulnerability m a containerized application. The vulnerability can be
exploited by a privileged process to read tie content of the host's memory. The security engineer
reviews the following Dockerfile to determine a solution to mitigate similar exploits:
Which of the following is the best solution to prevent similar exploits by privileged processes?",C. Changing FROM alpiner3.17 to FROM alpine:latest,FALSE,cv0-004_q008.png
Cloud +,CV0-004,"A security engineer Identifies a vulnerability m a containerized application. The vulnerability can be
exploited by a privileged process to read tie content of the host's memory. The security engineer
reviews the following Dockerfile to determine a solution to mitigate similar exploits:
Which of the following is the best solution to prevent similar exploits by privileged processes?",D. Running the container with the ready-only filesystem configuration,FALSE,cv0-004_q008.png
Cloud +,CV0-004,"A cross-site request forgery vulnerability exploited a web application that was hosted in a public laaS
network. A security engineer determined that deploying a WAF in blocking mode at a CDN would
prevent the application from being exploited again. However, a week after implementing the WAF,
the application was exploited again. Which of the following should the security engineer do to make
the WAF control effective?",A. Configure the DDoS protection on the CDN.,FALSE,cv0-004_q009.png
Cloud +,CV0-004,"A cross-site request forgery vulnerability exploited a web application that was hosted in a public laaS
network. A security engineer determined that deploying a WAF in blocking mode at a CDN would
prevent the application from being exploited again. However, a week after implementing the WAF,
the application was exploited again. Which of the following should the security engineer do to make
the WAF control effective?",B. Install endpoint protection software on the VMs,FALSE,cv0-004_q009.png
Cloud +,CV0-004,"A cross-site request forgery vulnerability exploited a web application that was hosted in a public laaS
network. A security engineer determined that deploying a WAF in blocking mode at a CDN would
prevent the application from being exploited again. However, a week after implementing the WAF,
the application was exploited again. Which of the following should the security engineer do to make
the WAF control effective?",C. Add an ACL to the VM subnet.,TRUE,cv0-004_q009.png
Cloud +,CV0-004,"A cross-site request forgery vulnerability exploited a web application that was hosted in a public laaS
network. A security engineer determined that deploying a WAF in blocking mode at a CDN would
prevent the application from being exploited again. However, a week after implementing the WAF,
the application was exploited again. Which of the following should the security engineer do to make
the WAF control effective?",D. Deploy an IDS on the laaS network.,FALSE,cv0-004_q009.png
Cloud +,CV0-004,"A cloud engineer wants containers to run the latest version of a container base image to reduce the
number of vulnerabilities. The applications in use requite Python 3.10 and ate not compatible with
any other version. The containers' images are created every time a new version is released from the
source image. Given the container Dockerfile below:
Which of the following actions will achieve the objectives with the least effort?",A. Perform docker pull before executing docker run.,TRUE,cv0-004_q010.png
Cloud +,CV0-004,"A cloud engineer wants containers to run the latest version of a container base image to reduce the
number of vulnerabilities. The applications in use requite Python 3.10 and ate not compatible with
any other version. The containers' images are created every time a new version is released from the
source image. Given the container Dockerfile below:
Which of the following actions will achieve the objectives with the least effort?",B. Execute docker update using a local cron to get the latest container version.,FALSE,cv0-004_q010.png
Cloud +,CV0-004,"A cloud engineer wants containers to run the latest version of a container base image to reduce the
number of vulnerabilities. The applications in use requite Python 3.10 and ate not compatible with
any other version. The containers' images are created every time a new version is released from the
source image. Given the container Dockerfile below:
Which of the following actions will achieve the objectives with the least effort?",C. Change the image to use python:latest on the image build process.,FALSE,cv0-004_q010.png
Cloud +,CV0-004,"A cloud engineer wants containers to run the latest version of a container base image to reduce the
number of vulnerabilities. The applications in use requite Python 3.10 and ate not compatible with
any other version. The containers' images are created every time a new version is released from the
source image. Given the container Dockerfile below:
Which of the following actions will achieve the objectives with the least effort?",D. Update the Dockerfile to pin the source image version.,FALSE,cv0-004_q010.png
Cloud +,CV0-004,"An engineer wants lo scale several cloud workloads on demand. Which of the following approaches
is the most suitable?",A. Load,TRUE,
Cloud +,CV0-004,"An engineer wants lo scale several cloud workloads on demand. Which of the following approaches
is the most suitable?",B. Scheduled,FALSE,
Cloud +,CV0-004,"An engineer wants lo scale several cloud workloads on demand. Which of the following approaches
is the most suitable?",C. Manual,FALSE,
Cloud +,CV0-004,"An engineer wants lo scale several cloud workloads on demand. Which of the following approaches
is the most suitable?",D. Trending,FALSE,
Cloud +,CV0-004,"A software engineer is integrating an application lo The cloud that is web socket based. Which of the
following applications is the engineer most likely deploying?",A. Image-sharing,FALSE,
Cloud +,CV0-004,"A software engineer is integrating an application lo The cloud that is web socket based. Which of the
following applications is the engineer most likely deploying?",B. Data visualization,FALSE,
Cloud +,CV0-004,"A software engineer is integrating an application lo The cloud that is web socket based. Which of the
following applications is the engineer most likely deploying?",C. Chat,TRUE,
Cloud +,CV0-004,"A software engineer is integrating an application lo The cloud that is web socket based. Which of the
following applications is the engineer most likely deploying?",D. File transfer,FALSE,
Cloud +,CV0-004,"A manager wants information about which users signed in to a certain VM during the past month.
Which of the following can the cloud administrator use to obtain this information?",A. Retention,FALSE,cv0-004_q013.png
Cloud +,CV0-004,"A manager wants information about which users signed in to a certain VM during the past month.
Which of the following can the cloud administrator use to obtain this information?",B. Alerting,FALSE,cv0-004_q013.png
Cloud +,CV0-004,"A manager wants information about which users signed in to a certain VM during the past month.
Which of the following can the cloud administrator use to obtain this information?",C. Aggregation,FALSE,cv0-004_q013.png
Cloud +,CV0-004,"A manager wants information about which users signed in to a certain VM during the past month.
Which of the following can the cloud administrator use to obtain this information?",D. Collection,TRUE,cv0-004_q013.png
Cloud +,CV0-004,"A cloud engineer is reviewing the following Dockerfile to deploy a Python web application:
Which of the following changes should the engineer make lo the file to improve container security?","A. Add the instruction ""JSER nonroot.",TRUE,cv0-004_q014.png
Cloud +,CV0-004,"A cloud engineer is reviewing the following Dockerfile to deploy a Python web application:
Which of the following changes should the engineer make lo the file to improve container security?",B. Change the version from latest to 3.11.,FALSE,cv0-004_q014.png
Cloud +,CV0-004,"A cloud engineer is reviewing the following Dockerfile to deploy a Python web application:
Which of the following changes should the engineer make lo the file to improve container security?",C. Remove the EHTRYPOIKT instruction.,FALSE,cv0-004_q014.png
Cloud +,CV0-004,"A cloud engineer is reviewing the following Dockerfile to deploy a Python web application:
Which of the following changes should the engineer make lo the file to improve container security?",D. Ensure myapp/main.pyls owned by root.,FALSE,cv0-004_q014.png
Cloud +,CV0-004,"A company has decided to adopt a microservices architecture for its applications that are deployed to
the cloud. Which of the following is a major advantage of this type of architecture?",A. Increased security,FALSE,cv0-004_q015.png
Cloud +,CV0-004,"A company has decided to adopt a microservices architecture for its applications that are deployed to
the cloud. Which of the following is a major advantage of this type of architecture?",B. Simplified communication,FALSE,cv0-004_q015.png
Cloud +,CV0-004,"A company has decided to adopt a microservices architecture for its applications that are deployed to
the cloud. Which of the following is a major advantage of this type of architecture?",C. Reduced server cost,FALSE,cv0-004_q015.png
Cloud +,CV0-004,"A company has decided to adopt a microservices architecture for its applications that are deployed to
the cloud. Which of the following is a major advantage of this type of architecture?",D. Rapid feature deployment,TRUE,cv0-004_q015.png
Cloud +,CV0-004,"A company wants to optimize cloud resources and lower the overhead caused by managing multiple
operating systems. Which of the following compute resources would be best to help to achieve this
goal?",A. VM,FALSE,
Cloud +,CV0-004,"A company wants to optimize cloud resources and lower the overhead caused by managing multiple
operating systems. Which of the following compute resources would be best to help to achieve this
goal?",B. Containers,TRUE,
Cloud +,CV0-004,"A company wants to optimize cloud resources and lower the overhead caused by managing multiple
operating systems. Which of the following compute resources would be best to help to achieve this
goal?",C. Remote desktops,FALSE,
Cloud +,CV0-004,"A company wants to optimize cloud resources and lower the overhead caused by managing multiple
operating systems. Which of the following compute resources would be best to help to achieve this
goal?",D. Bare-metal servers,FALSE,
Cloud +,CV0-004,"A developer is deploying a new version of a containerized application. The DevOps team wants:
No disruption
No performance degradation
* Cost-effective deployment
Minimal deployment time
Which of the following is the best deployment strategy given the requirements?",A. Canary,FALSE,
Cloud +,CV0-004,"A developer is deploying a new version of a containerized application. The DevOps team wants:
No disruption
No performance degradation
* Cost-effective deployment
Minimal deployment time
Which of the following is the best deployment strategy given the requirements?",B. In-place,FALSE,
Cloud +,CV0-004,"A developer is deploying a new version of a containerized application. The DevOps team wants:
No disruption
No performance degradation
* Cost-effective deployment
Minimal deployment time
Which of the following is the best deployment strategy given the requirements?",C. Blue-green,TRUE,
Cloud +,CV0-004,"A developer is deploying a new version of a containerized application. The DevOps team wants:
No disruption
No performance degradation
* Cost-effective deployment
Minimal deployment time
Which of the following is the best deployment strategy given the requirements?",D. Rolling,FALSE,
Cloud +,CV0-004,"An DevOps engineer is receiving reports that users can no longer access the company's web
application after hardening of a web server. The users are receiving the following error:
ERR_SSLJ/ERSION_OR_CIPHER_MISMATCH.
Which of the following actions should the engineer take to resolve the issue?",A. Restart the web server.,FALSE,
Cloud +,CV0-004,"An DevOps engineer is receiving reports that users can no longer access the company's web
application after hardening of a web server. The users are receiving the following error:
ERR_SSLJ/ERSION_OR_CIPHER_MISMATCH.
Which of the following actions should the engineer take to resolve the issue?",B. Configure TLS 1.2 or newer.,TRUE,
Cloud +,CV0-004,"An DevOps engineer is receiving reports that users can no longer access the company's web
application after hardening of a web server. The users are receiving the following error:
ERR_SSLJ/ERSION_OR_CIPHER_MISMATCH.
Which of the following actions should the engineer take to resolve the issue?",C. Update the web server.,FALSE,
Cloud +,CV0-004,"An DevOps engineer is receiving reports that users can no longer access the company's web
application after hardening of a web server. The users are receiving the following error:
ERR_SSLJ/ERSION_OR_CIPHER_MISMATCH.
Which of the following actions should the engineer take to resolve the issue?",D. Review logs on the WAF,FALSE,
Cloud +,CV0-004,"A healthcare organization must follow strict compliance requirements to ensure that Pll is not leaked.
The cloud administrator needs to ensure the cloud email system can support this requirement Which
of the following should the organization enable?",A. IPS,FALSE,
Cloud +,CV0-004,"A healthcare organization must follow strict compliance requirements to ensure that Pll is not leaked.
The cloud administrator needs to ensure the cloud email system can support this requirement Which
of the following should the organization enable?",B. OLP,TRUE,
Cloud +,CV0-004,"A healthcare organization must follow strict compliance requirements to ensure that Pll is not leaked.
The cloud administrator needs to ensure the cloud email system can support this requirement Which
of the following should the organization enable?",C. ACL,FALSE,
Cloud +,CV0-004,"A healthcare organization must follow strict compliance requirements to ensure that Pll is not leaked.
The cloud administrator needs to ensure the cloud email system can support this requirement Which
of the following should the organization enable?",D. WAF,FALSE,
Cloud +,CV0-004,"A cloud engineer wants to implement a monitoring solution to detect cryptojacking and other
cryptomining malware on cloud instances. Which of the following metrics would most likely be used
to identify the activity?",A. Disk I/O,FALSE,cv0-004_q020.png
Cloud +,CV0-004,"A cloud engineer wants to implement a monitoring solution to detect cryptojacking and other
cryptomining malware on cloud instances. Which of the following metrics would most likely be used
to identify the activity?",B. Network packets,FALSE,cv0-004_q020.png
Cloud +,CV0-004,"A cloud engineer wants to implement a monitoring solution to detect cryptojacking and other
cryptomining malware on cloud instances. Which of the following metrics would most likely be used
to identify the activity?",C. Average memory utilization,FALSE,cv0-004_q020.png
Cloud +,CV0-004,"A cloud engineer wants to implement a monitoring solution to detect cryptojacking and other
cryptomining malware on cloud instances. Which of the following metrics would most likely be used
to identify the activity?",D. Percent of CPU utilization,TRUE,cv0-004_q020.png
Cloud +,CV0-004,"A developer is testing code that will be used to deploy a web farm in a public cloud. The main code
block is a function to create a load balancer and a loop to create 1.000 web servers, as shown below:
The developer runs the code against the company's cloud account and observes that the load
balancer is successfully created, but only 100 web servers have been created. Which of the following
should the developer do to fix this issue?",A. Request an increase of Instance quota.,TRUE,cv0-004_q021.png
Cloud +,CV0-004,"A developer is testing code that will be used to deploy a web farm in a public cloud. The main code
block is a function to create a load balancer and a loop to create 1.000 web servers, as shown below:
The developer runs the code against the company's cloud account and observes that the load
balancer is successfully created, but only 100 web servers have been created. Which of the following
should the developer do to fix this issue?",B. Run the code multiple times until all servers are created.,FALSE,cv0-004_q021.png
Cloud +,CV0-004,"A developer is testing code that will be used to deploy a web farm in a public cloud. The main code
block is a function to create a load balancer and a loop to create 1.000 web servers, as shown below:
The developer runs the code against the company's cloud account and observes that the load
balancer is successfully created, but only 100 web servers have been created. Which of the following
should the developer do to fix this issue?",C. Check the my_web_server () function to ensure it is using the right credentials.,FALSE,cv0-004_q021.png
Cloud +,CV0-004,"A developer is testing code that will be used to deploy a web farm in a public cloud. The main code
block is a function to create a load balancer and a loop to create 1.000 web servers, as shown below:
The developer runs the code against the company's cloud account and observes that the load
balancer is successfully created, but only 100 web servers have been created. Which of the following
should the developer do to fix this issue?",D. Place the my_load_balancer () function after the loop.,FALSE,cv0-004_q021.png
Cloud +,CV0-004,"A cloud networking engineer is troubleshooting the corporate office's network configuration.
Employees in the IT and operations departments are unable to resolve IP addresses on all devices,
and the IT department cannot establish a connection to other departments' subnets. The engineer
identifies the following configuration currently in place to support the office network:
Each employee needs to connect to the network with a maximum of three hosts. Each subnet must
be segregated, but the IT department must have the ability to communicate with all subnets. Which
of the following meet the IP addressing and routing requirements? (Select two).",A. Modifying the subnet mask to 255 255 254.0 for IT and operations departments,FALSE,cv0-004_q022.png
Cloud +,CV0-004,"A cloud networking engineer is troubleshooting the corporate office's network configuration.
Employees in the IT and operations departments are unable to resolve IP addresses on all devices,
and the IT department cannot establish a connection to other departments' subnets. The engineer
identifies the following configuration currently in place to support the office network:
Each employee needs to connect to the network with a maximum of three hosts. Each subnet must
be segregated, but the IT department must have the ability to communicate with all subnets. Which
of the following meet the IP addressing and routing requirements? (Select two).",B. Configuring static routing to allow access from each subnet to 10.1.40.1,FALSE,cv0-004_q022.png
Cloud +,CV0-004,"A cloud networking engineer is troubleshooting the corporate office's network configuration.
Employees in the IT and operations departments are unable to resolve IP addresses on all devices,
and the IT department cannot establish a connection to other departments' subnets. The engineer
identifies the following configuration currently in place to support the office network:
Each employee needs to connect to the network with a maximum of three hosts. Each subnet must
be segregated, but the IT department must have the ability to communicate with all subnets. Which
of the following meet the IP addressing and routing requirements? (Select two).","C. Modifying the BYOD policy to reduce the volume of devices that are allowed to connect to the
corporate network",FALSE,cv0-004_q022.png
Cloud +,CV0-004,"A cloud networking engineer is troubleshooting the corporate office's network configuration.
Employees in the IT and operations departments are unable to resolve IP addresses on all devices,
and the IT department cannot establish a connection to other departments' subnets. The engineer
identifies the following configuration currently in place to support the office network:
Each employee needs to connect to the network with a maximum of three hosts. Each subnet must
be segregated, but the IT department must have the ability to communicate with all subnets. Which
of the following meet the IP addressing and routing requirements? (Select two).",D. Configuring static routing to allow access from 10.1.30.1 to each subnet,TRUE,cv0-004_q022.png
Cloud +,CV0-004,"A cloud networking engineer is troubleshooting the corporate office's network configuration.
Employees in the IT and operations departments are unable to resolve IP addresses on all devices,
and the IT department cannot establish a connection to other departments' subnets. The engineer
identifies the following configuration currently in place to support the office network:
Each employee needs to connect to the network with a maximum of three hosts. Each subnet must
be segregated, but the IT department must have the ability to communicate with all subnets. Which
of the following meet the IP addressing and routing requirements? (Select two).","E. Combining the subnets and increasing the allocation of IP addresses available to support three
hosts for each employee",FALSE,cv0-004_q022.png
Cloud +,CV0-004,"A cloud networking engineer is troubleshooting the corporate office's network configuration.
Employees in the IT and operations departments are unable to resolve IP addresses on all devices,
and the IT department cannot establish a connection to other departments' subnets. The engineer
identifies the following configuration currently in place to support the office network:
Each employee needs to connect to the network with a maximum of three hosts. Each subnet must
be segregated, but the IT department must have the ability to communicate with all subnets. Which
of the following meet the IP addressing and routing requirements? (Select two).",F. Modifying the subnet mask to 255.255.255.128 for the IT and operations departments,FALSE,cv0-004_q022.png
Cloud +,CV0-004,"A cloud developer is creating a static website that customers will be accessing globally. Which of the
following services will help reduce latency?",A. VPC,FALSE,cv0-004_q023.png
Cloud +,CV0-004,"A cloud developer is creating a static website that customers will be accessing globally. Which of the
following services will help reduce latency?",B. Application load balancer,FALSE,cv0-004_q023.png
Cloud +,CV0-004,"A cloud developer is creating a static website that customers will be accessing globally. Which of the
following services will help reduce latency?",C. CDN,TRUE,cv0-004_q023.png
Cloud +,CV0-004,"A cloud developer is creating a static website that customers will be accessing globally. Which of the
following services will help reduce latency?",D. API gateway,FALSE,cv0-004_q023.png
Cloud +,CV0-004,"An administrator needs to adhere to the following requirements when moving a customer's data to
the cloud:
The new service must be geographically dispersed.
The customer should have local access to data
Legacy applications should be accessible.
Which of the following cloud deployment models is most suitable?",A. On-premises,FALSE,
Cloud +,CV0-004,"An administrator needs to adhere to the following requirements when moving a customer's data to
the cloud:
The new service must be geographically dispersed.
The customer should have local access to data
Legacy applications should be accessible.
Which of the following cloud deployment models is most suitable?",B. Private,FALSE,
Cloud +,CV0-004,"An administrator needs to adhere to the following requirements when moving a customer's data to
the cloud:
The new service must be geographically dispersed.
The customer should have local access to data
Legacy applications should be accessible.
Which of the following cloud deployment models is most suitable?",C. Hybrid,TRUE,
Cloud +,CV0-004,"An administrator needs to adhere to the following requirements when moving a customer's data to
the cloud:
The new service must be geographically dispersed.
The customer should have local access to data
Legacy applications should be accessible.
Which of the following cloud deployment models is most suitable?",D. Public,FALSE,
Cloud +,CV0-004,"A technician receives an email from a vendor who is requesting payment of an invoice for human
resources services. The email contains a request for bank account numbers. Which of the following
types of attacks does this behavior most likely indicate?",A. MaIware,FALSE,
Cloud +,CV0-004,"A technician receives an email from a vendor who is requesting payment of an invoice for human
resources services. The email contains a request for bank account numbers. Which of the following
types of attacks does this behavior most likely indicate?",B. Cryptojacking,FALSE,
Cloud +,CV0-004,"A technician receives an email from a vendor who is requesting payment of an invoice for human
resources services. The email contains a request for bank account numbers. Which of the following
types of attacks does this behavior most likely indicate?",C. Ransomware,FALSE,
Cloud +,CV0-004,"A technician receives an email from a vendor who is requesting payment of an invoice for human
resources services. The email contains a request for bank account numbers. Which of the following
types of attacks does this behavior most likely indicate?",D. Phishing,TRUE,
Cloud +,CV0-004,Which of the following best explains the concept of migrating from on premises to the cloud?,A. The configuration of a dedicated pipeline to transfer content to a remote location,FALSE,cv0-004_q026.png
Cloud +,CV0-004,Which of the following best explains the concept of migrating from on premises to the cloud?,"B. The creation of virtual instances in an external provider to transfer operations of selected servers
into a new. remotely managed environment",TRUE,cv0-004_q026.png
Cloud +,CV0-004,Which of the following best explains the concept of migrating from on premises to the cloud?,"C. The physical transportation, installation, and configuration of company IT equipment in a cloud
services provider's facility",FALSE,cv0-004_q026.png
Cloud +,CV0-004,Which of the following best explains the concept of migrating from on premises to the cloud?,D. The extension of company IT infrastructure to a managed service provider,FALSE,cv0-004_q026.png
Cloud +,CV0-004,"Which of the following service options would provide the best availability for critical applications in
the event of a disaster?",A. Edge computing,FALSE,cv0-004_q027.png
Cloud +,CV0-004,"Which of the following service options would provide the best availability for critical applications in
the event of a disaster?",B. Cloud bursting,FALSE,cv0-004_q027.png
Cloud +,CV0-004,"Which of the following service options would provide the best availability for critical applications in
the event of a disaster?",C. Availability zones,TRUE,cv0-004_q027.png
Cloud +,CV0-004,"Which of the following service options would provide the best availability for critical applications in
the event of a disaster?",D. Multicloud tenancy,FALSE,cv0-004_q027.png
Cloud +,CV0-004,"A newly configured VM fails to run application updates despite having internet access. The updates
download automatically from a third-party network. Given the following output:
Which of the following troubleshooting steps would be best to take?",A. Checking DNS configurations,TRUE,cv0-004_q028.png
Cloud +,CV0-004,"A newly configured VM fails to run application updates despite having internet access. The updates
download automatically from a third-party network. Given the following output:
Which of the following troubleshooting steps would be best to take?",B. Reconfiguring routing protocols,FALSE,cv0-004_q028.png
Cloud +,CV0-004,"A newly configured VM fails to run application updates despite having internet access. The updates
download automatically from a third-party network. Given the following output:
Which of the following troubleshooting steps would be best to take?",C. Testing the IP address configuration,FALSE,cv0-004_q028.png
Cloud +,CV0-004,"A newly configured VM fails to run application updates despite having internet access. The updates
download automatically from a third-party network. Given the following output:
Which of the following troubleshooting steps would be best to take?",D. Running a trace to the router,FALSE,cv0-004_q028.png
Cloud +,CV0-004,"A company migrated its CRM system to a SaaS solution. The security team is updating the RAG
matrix for the newly migrated CRM. Given the following table:
Which of the following responsibility assignments best aligns with the shared responsibility model
for the new CRM?",A. Data-center security,TRUE,cv0-004_q029.png
Cloud +,CV0-004,"A company migrated its CRM system to a SaaS solution. The security team is updating the RAG
matrix for the newly migrated CRM. Given the following table:
Which of the following responsibility assignments best aligns with the shared responsibility model
for the new CRM?",B. CRM software security,FALSE,cv0-004_q029.png
Cloud +,CV0-004,"A company migrated its CRM system to a SaaS solution. The security team is updating the RAG
matrix for the newly migrated CRM. Given the following table:
Which of the following responsibility assignments best aligns with the shared responsibility model
for the new CRM?",C. CRM server patching,FALSE,cv0-004_q029.png
Cloud +,CV0-004,"A company migrated its CRM system to a SaaS solution. The security team is updating the RAG
matrix for the newly migrated CRM. Given the following table:
Which of the following responsibility assignments best aligns with the shared responsibility model
for the new CRM?",D. CRM development life cycle,FALSE,cv0-004_q029.png
