"QuizTitle","Category","QuestionImgKey","QuestionText","AnswerText","IsCorrect","ImageFiles"
"Basic Systems","Systems","SK0-005_Q012","A systems administrator is setting up a new server that will be used as a DHCP server. The administrator installs the OS but is then unable to log on using Active Directory credentials. The administrator logs on using the local administrator account and verifies the server has the correct IP address, subnet mask, and default gateway. The administrator then gets on another server and can ping the new server. Which of the following is causing the issue?","Port 443 is not open on the firewall","FALSE",""
"Basic Systems","Systems","SK0-005_Q012","A systems administrator is setting up a new server that will be used as a DHCP server. The administrator installs the OS but is then unable to log on using Active Directory credentials. The administrator logs on using the local administrator account and verifies the server has the correct IP address, subnet mask, and default gateway. The administrator then gets on another server and can ping the new server. Which of the following is causing the issue?","The server is experiencing a downstream failure","FALSE",""
"Basic Systems","Systems","SK0-005_Q012","A systems administrator is setting up a new server that will be used as a DHCP server. The administrator installs the OS but is then unable to log on using Active Directory credentials. The administrator logs on using the local administrator account and verifies the server has the correct IP address, subnet mask, and default gateway. The administrator then gets on another server and can ping the new server. Which of the following is causing the issue?","The local hosts file is blank","FALSE",""
"Basic Systems","Systems","SK0-005_Q012","A systems administrator is setting up a new server that will be used as a DHCP server. The administrator installs the OS but is then unable to log on using Active Directory credentials. The administrator logs on using the local administrator account and verifies the server has the correct IP address, subnet mask, and default gateway. The administrator then gets on another server and can ping the new server. Which of the following is causing the issue?","The server is not joined to the domain","TRUE",""
"Basic Systems","Systems","SK0-005_Q013","Which of the following DR testing scenarios is described as verbally walking through each step of the DR plan in the context of a meeting?","Live failover","TRUE",""
"Basic Systems","Systems","SK0-005_Q013","Which of the following DR testing scenarios is described as verbally walking through each step of the DR plan in the context of a meeting?","Simulated failover","FALSE",""
"Basic Systems","Systems","SK0-005_Q013","Which of the following DR testing scenarios is described as verbally walking through each step of the DR plan in the context of a meeting?","Asynchronous","FALSE",""
"Basic Systems","Systems","SK0-005_Q013","Which of the following DR testing scenarios is described as verbally walking through each step of the DR plan in the context of a meeting?","Tabletop","FALSE",""
"Basic Systems","Systems","SK0-005_Q014","Which of the following should an administrator use to transfer log files from a Linux server to a Windows workstation?","Telnet","FALSE",""
"Basic Systems","Systems","SK0-005_Q014","Which of the following should an administrator use to transfer log files from a Linux server to a Windows workstation?","Robocopy","FALSE",""
"Basic Systems","Systems","SK0-005_Q014","Which of the following should an administrator use to transfer log files from a Linux server to a Windows workstation?","XCOPY","FALSE",""
"Basic Systems","Systems","SK0-005_Q014","Which of the following should an administrator use to transfer log files from a Linux server to a Windows workstation?","SCP","TRUE",""
"Basic Systems","Systems","SK0-005_Q015","Users at a company work with highly sensitive data. The security department implemented an administrative and technical control to enforce least-privilege access assigned to files. However, the security department has discovered unauthorized data exfiltration. Which of the following is the BEST way to protect the data from leaking?","Utilize privacy screens.","FALSE",""
"Basic Systems","Systems","SK0-005_Q015","Users at a company work with highly sensitive data. The security department implemented an administrative and technical control to enforce least-privilege access assigned to files. However, the security department has discovered unauthorized data exfiltration. Which of the following is the BEST way to protect the data from leaking?","Implement disk quotas.","FALSE",""
"Basic Systems","Systems","SK0-005_Q015","Users at a company work with highly sensitive data. The security department implemented an administrative and technical control to enforce least-privilege access assigned to files. However, the security department has discovered unauthorized data exfiltration. Which of the following is the BEST way to protect the data from leaking?","Install a DLP solution.","TRUE",""
"Basic Systems","Systems","SK0-005_Q015","Users at a company work with highly sensitive data. The security department implemented an administrative and technical control to enforce least-privilege access assigned to files. However, the security department has discovered unauthorized data exfiltration. Which of the following is the BEST way to protect the data from leaking?","Enforce the lock-screen feature.","FALSE",""
"Basic Systems","Systems","SK0-005_Q016","Network connectivity to a server was lost when it was pulled from the rack during maintenance. Which of the following should the server administrator use to prevent this situation in the future?","Cable management","TRUE",""
"Basic Systems","Systems","SK0-005_Q016","Network connectivity to a server was lost when it was pulled from the rack during maintenance. Which of the following should the server administrator use to prevent this situation in the future?","Rail kits","FALSE",""
"Basic Systems","Systems","SK0-005_Q016","Network connectivity to a server was lost when it was pulled from the rack during maintenance. Which of the following should the server administrator use to prevent this situation in the future?","A wireless connection","FALSE",""
"Basic Systems","Systems","SK0-005_Q016","Network connectivity to a server was lost when it was pulled from the rack during maintenance. Which of the following should the server administrator use to prevent this situation in the future?","A power distribution unit","FALSE",""
"Basic Systems","Systems","SK0-005_Q017","A server in a remote datacenter is no longer responsive. Which of the following is the BEST solution to investigate this failure?","Remote desktop","FALSE",""
"Basic Systems","Systems","SK0-005_Q017","A server in a remote datacenter is no longer responsive. Which of the following is the BEST solution to investigate this failure?","Access via a crash cart","FALSE",""
"Basic Systems","Systems","SK0-005_Q017","A server in a remote datacenter is no longer responsive. Which of the following is the BEST solution to investigate this failure?","Out-of-band management","TRUE",""
"Basic Systems","Systems","SK0-005_Q017","A server in a remote datacenter is no longer responsive. Which of the following is the BEST solution to investigate this failure?","A Secure Shell connection","FALSE",""
"Basic Systems","Systems","SK0-005_Q018","A technician needs to set up a server backup method for some systems. The company’s management team wants to have quick restores but minimize the amount of backup media required. Which of the following are the BEST backup methods to use to support the management’s priorities? (Choose two.)","Differential","TRUE",""
"Basic Systems","Systems","SK0-005_Q018","A technician needs to set up a server backup method for some systems. The company’s management team wants to have quick restores but minimize the amount of backup media required. Which of the following are the BEST backup methods to use to support the management’s priorities? (Choose two.)","Synthetic full","TRUE",""
"Basic Systems","Systems","SK0-005_Q018","A technician needs to set up a server backup method for some systems. The company’s management team wants to have quick restores but minimize the amount of backup media required. Which of the following are the BEST backup methods to use to support the management’s priorities? (Choose two.)","Archive","FALSE",""
"Basic Systems","Systems","SK0-005_Q018","A technician needs to set up a server backup method for some systems. The company’s management team wants to have quick restores but minimize the amount of backup media required. Which of the following are the BEST backup methods to use to support the management’s priorities? (Choose two.)","Full","FALSE",""
"Basic Systems","Systems","SK0-005_Q018","A technician needs to set up a server backup method for some systems. The company’s management team wants to have quick restores but minimize the amount of backup media required. Which of the following are the BEST backup methods to use to support the management’s priorities? (Choose two.)","Incremental","FALSE",""
"Basic Systems","Systems","SK0-005_Q018","A technician needs to set up a server backup method for some systems. The company’s management team wants to have quick restores but minimize the amount of backup media required. Which of the following are the BEST backup methods to use to support the management’s priorities? (Choose two.)","Open file","FALSE",""
"Basic Systems","Systems","SK0-005_Q019","Which of the following open ports should be closed to secure the server properly? (Choose two.)","21","TRUE",""
"Basic Systems","Systems","SK0-005_Q019","Which of the following open ports should be closed to secure the server properly? (Choose two.)","22","FALSE",""
"Basic Systems","Systems","SK0-005_Q019","Which of the following open ports should be closed to secure the server properly? (Choose two.)","23","TRUE",""
"Basic Systems","Systems","SK0-005_Q019","Which of the following open ports should be closed to secure the server properly? (Choose two.)","53","FALSE",""
"Basic Systems","Systems","SK0-005_Q019","Which of the following open ports should be closed to secure the server properly? (Choose two.)","443","FALSE",""
"Basic Systems","Systems","SK0-005_Q019","Which of the following open ports should be closed to secure the server properly? (Choose two.)","636","FALSE",""
"Basic Systems","Systems","SK0-005_Q020","A server administrator is using remote access to update a server. The administrator notices numerous error messages when using YUM to update the applications on a server. Which of the following should the administrator check FIRST?","Network connectivity on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q020","A server administrator is using remote access to update a server. The administrator notices numerous error messages when using YUM to update the applications on a server. Which of the following should the administrator check FIRST?","LVM status on the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q020","A server administrator is using remote access to update a server. The administrator notices numerous error messages when using YUM to update the applications on a server. Which of the following should the administrator check FIRST?","Disk space in the /var directory","FALSE",""
"Basic Systems","Systems","SK0-005_Q020","A server administrator is using remote access to update a server. The administrator notices numerous error messages when using YUM to update the applications on a server. Which of the following should the administrator check FIRST?","YUM dependencies","TRUE",""
"Basic Systems","Systems","SK0-005_Q021","A USB drive has been purchased to move files between Windows, *nix, and Macintosh servers. Which of the following filesystems is the BEST choice to ensure the drive can read and be written to by all of the servers?","ext2","FALSE",""
"Basic Systems","Systems","SK0-005_Q021","A USB drive has been purchased to move files between Windows, *nix, and Macintosh servers. Which of the following filesystems is the BEST choice to ensure the drive can read and be written to by all of the servers?","FAT32","TRUE",""
"Basic Systems","Systems","SK0-005_Q021","A USB drive has been purchased to move files between Windows, *nix, and Macintosh servers. Which of the following filesystems is the BEST choice to ensure the drive can read and be written to by all of the servers?","NTFS","FALSE",""
"Basic Systems","Systems","SK0-005_Q021","A USB drive has been purchased to move files between Windows, *nix, and Macintosh servers. Which of the following filesystems is the BEST choice to ensure the drive can read and be written to by all of the servers?","UFS","FALSE",""
"Basic Systems","Systems","SK0-005_Q022","The Chief Information Officer (CIO) of a datacenter is concerned that transmissions from the building can be detected from the outside. Which of the following would resolve this concern? (Choose two.)","RFID","TRUE",""
"Basic Systems","Systems","SK0-005_Q022","The Chief Information Officer (CIO) of a datacenter is concerned that transmissions from the building can be detected from the outside. Which of the following would resolve this concern? (Choose two.)","Proximity readers","TRUE",""
"Basic Systems","Systems","SK0-005_Q022","The Chief Information Officer (CIO) of a datacenter is concerned that transmissions from the building can be detected from the outside. Which of the following would resolve this concern? (Choose two.)","Signal blocking","FALSE",""
"Basic Systems","Systems","SK0-005_Q022","The Chief Information Officer (CIO) of a datacenter is concerned that transmissions from the building can be detected from the outside. Which of the following would resolve this concern? (Choose two.)","Camouflage","FALSE",""
"Basic Systems","Systems","SK0-005_Q022","The Chief Information Officer (CIO) of a datacenter is concerned that transmissions from the building can be detected from the outside. Which of the following would resolve this concern? (Choose two.)","Reflective glass","FALSE",""
"Basic Systems","Systems","SK0-005_Q022","The Chief Information Officer (CIO) of a datacenter is concerned that transmissions from the building can be detected from the outside. Which of the following would resolve this concern? (Choose two.)","Bollards","FALSE",""
"Basic Systems","Systems","SK0-005_Q023","A server administrator must respond to tickets within a certain amount of time. The server administrator needs to adhere to the:","BIA.","FALSE",""
"Basic Systems","Systems","SK0-005_Q023","A server administrator must respond to tickets within a certain amount of time. The server administrator needs to adhere to the:","RTO.","FALSE",""
"Basic Systems","Systems","SK0-005_Q023","A server administrator must respond to tickets within a certain amount of time. The server administrator needs to adhere to the:","MTTR.","FALSE",""
"Basic Systems","Systems","SK0-005_Q023","A server administrator must respond to tickets within a certain amount of time. The server administrator needs to adhere to the:","SLA.","TRUE",""
"Basic Systems","Systems","SK0-005_Q024","A server administrator wants to run a performance monitor for optimal system utilization. Which of the following metrics can the administrator use for monitoring? (Choose two.)","Memory","TRUE",""
"Basic Systems","Systems","SK0-005_Q024","A server administrator wants to run a performance monitor for optimal system utilization. Which of the following metrics can the administrator use for monitoring? (Choose two.)","Page file","FALSE",""
"Basic Systems","Systems","SK0-005_Q024","A server administrator wants to run a performance monitor for optimal system utilization. Which of the following metrics can the administrator use for monitoring? (Choose two.)","Services","FALSE",""
"Basic Systems","Systems","SK0-005_Q024","A server administrator wants to run a performance monitor for optimal system utilization. Which of the following metrics can the administrator use for monitoring? (Choose two.)","Application","FALSE",""
"Basic Systems","Systems","SK0-005_Q024","A server administrator wants to run a performance monitor for optimal system utilization. Which of the following metrics can the administrator use for monitoring? (Choose two.)","CPU","TRUE",""
"Basic Systems","Systems","SK0-005_Q024","A server administrator wants to run a performance monitor for optimal system utilization. Which of the following metrics can the administrator use for monitoring? (Choose two.)","Heartbeat","FALSE",""
"Basic Systems","Systems","SK0-005_Q025","A server technician is configuring the IP address on a newly installed server. The documented configuration specifies using an IP address of 10.20.10.15 and a default gateway of 10.20.10.254. Which of the following subnet masks would be appropriate for this setup?","255.255.255.0","FALSE",""
"Basic Systems","Systems","SK0-005_Q025","A server technician is configuring the IP address on a newly installed server. The documented configuration specifies using an IP address of 10.20.10.15 and a default gateway of 10.20.10.254. Which of the following subnet masks would be appropriate for this setup?","255.255.255.128","FALSE",""
"Basic Systems","Systems","SK0-005_Q025","A server technician is configuring the IP address on a newly installed server. The documented configuration specifies using an IP address of 10.20.10.15 and a default gateway of 10.20.10.254. Which of the following subnet masks would be appropriate for this setup?","255.255.255.240","FALSE",""
"Basic Systems","Systems","SK0-005_Q025","A server technician is configuring the IP address on a newly installed server. The documented configuration specifies using an IP address of 10.20.10.15 and a default gateway of 10.20.10.254. Which of the following subnet masks would be appropriate for this setup?","255.255.255.254","TRUE",""
"Basic Systems","Systems","SK0-005_Q026","A systems administrator has noticed performance degradation on a company file server, and one of the disks on it has a solid amber light. The administrator logs on to the disk utility and sees the array is rebuilding. Which of the following should the administrator do NEXT once the rebuild is finished?","Restore the server from a snapshot.","FALSE",""
"Basic Systems","Systems","SK0-005_Q026","A systems administrator has noticed performance degradation on a company file server, and one of the disks on it has a solid amber light. The administrator logs on to the disk utility and sees the array is rebuilding. Which of the following should the administrator do NEXT once the rebuild is finished?","Restore the server from backup.","FALSE",""
"Basic Systems","Systems","SK0-005_Q026","A systems administrator has noticed performance degradation on a company file server, and one of the disks on it has a solid amber light. The administrator logs on to the disk utility and sees the array is rebuilding. Which of the following should the administrator do NEXT once the rebuild is finished?","Swap the drive and initialize the disk.","TRUE",""
"Basic Systems","Systems","SK0-005_Q026","A systems administrator has noticed performance degradation on a company file server, and one of the disks on it has a solid amber light. The administrator logs on to the disk utility and sees the array is rebuilding. Which of the following should the administrator do NEXT once the rebuild is finished?","Swap the drive and initialize the array.","FALSE",""
"Basic Systems","Systems","SK0-005_Q027","A server administrator needs to keep a copy of an important fileshare that can be used to restore the share as quickly as possible. Which of the following is the BEST solution?","Copy the fileshare to an LTO-4 tape drive","FALSE",""
"Basic Systems","Systems","SK0-005_Q027","A server administrator needs to keep a copy of an important fileshare that can be used to restore the share as quickly as possible. Which of the following is the BEST solution?","Configure a new incremental backup job for the fileshare","FALSE",""
"Basic Systems","Systems","SK0-005_Q027","A server administrator needs to keep a copy of an important fileshare that can be used to restore the share as quickly as possible. Which of the following is the BEST solution?","Create an additional partition and move a copy of the fileshare","FALSE",""
"Basic Systems","Systems","SK0-005_Q027","A server administrator needs to keep a copy of an important fileshare that can be used to restore the share as quickly as possible. Which of the following is the BEST solution?","Create a snapshot of the fileshare","TRUE",""
"Basic Systems","Systems","SK0-005_Q028","A technician has been asked to check on a SAN. Upon arrival, the technician notices the red LED indicator shows a disk has failed. Which of the following should the technician do NEXT, given the disk is hot swappable?","Stop sharing the volume","FALSE",""
"Basic Systems","Systems","SK0-005_Q028","A technician has been asked to check on a SAN. Upon arrival, the technician notices the red LED indicator shows a disk has failed. Which of the following should the technician do NEXT, given the disk is hot swappable?","Replace the disk","TRUE",""
"Basic Systems","Systems","SK0-005_Q028","A technician has been asked to check on a SAN. Upon arrival, the technician notices the red LED indicator shows a disk has failed. Which of the following should the technician do NEXT, given the disk is hot swappable?","Shut down the SAN","FALSE",""
"Basic Systems","Systems","SK0-005_Q028","A technician has been asked to check on a SAN. Upon arrival, the technician notices the red LED indicator shows a disk has failed. Which of the following should the technician do NEXT, given the disk is hot swappable?","Stop all connections to the volume","FALSE",""
"Basic Systems","Systems","SK0-005_Q029","An administrator has attached an old SCSI JBOD to a server to recover archival data. However, the array will not mount to the server. Which of the following should the administrator check FIRST?","Terminators are installed on the controller card and the array.","FALSE",""
"Basic Systems","Systems","SK0-005_Q029","An administrator has attached an old SCSI JBOD to a server to recover archival data. However, the array will not mount to the server. Which of the following should the administrator check FIRST?","Disk drivers are not installed on the server.","TRUE",""
"Basic Systems","Systems","SK0-005_Q029","An administrator has attached an old SCSI JBOD to a server to recover archival data. However, the array will not mount to the server. Which of the following should the administrator check FIRST?","SCSI BIOS needs to be updates.","FALSE",""
"Basic Systems","Systems","SK0-005_Q029","An administrator has attached an old SCSI JBOD to a server to recover archival data. However, the array will not mount to the server. Which of the following should the administrator check FIRST?","Terminators are installed on each hard drive.","FALSE",""
"Basic Systems","Systems","SK0-005_Q030","Which of the following describes the installation of an OS contained entirely within another OS installation?","Host","FALSE",""
"Basic Systems","Systems","SK0-005_Q030","Which of the following describes the installation of an OS contained entirely within another OS installation?","Bridge","FALSE",""
"Basic Systems","Systems","SK0-005_Q030","Which of the following describes the installation of an OS contained entirely within another OS installation?","Hypervisor","TRUE",""
"Basic Systems","Systems","SK0-005_Q030","Which of the following describes the installation of an OS contained entirely within another OS installation?","Guest","FALSE",""
"Basic Systems","Systems","SK0-005_Q031","A technician is installing a variety of servers in a rack. Which of the following is the BEST course of action for the technician to take while loading the rack?","Alternate the direction of the airflow","TRUE",""
"Basic Systems","Systems","SK0-005_Q031","A technician is installing a variety of servers in a rack. Which of the following is the BEST course of action for the technician to take while loading the rack?","Install the heaviest server at the bottom of the rack","FALSE",""
"Basic Systems","Systems","SK0-005_Q031","A technician is installing a variety of servers in a rack. Which of the following is the BEST course of action for the technician to take while loading the rack?","Place a UPS at the top of the rack","FALSE",""
"Basic Systems","Systems","SK0-005_Q031","A technician is installing a variety of servers in a rack. Which of the following is the BEST course of action for the technician to take while loading the rack?","Leave 1U of space between each server","FALSE",""
"Basic Systems","Systems","SK0-005_Q032","When configuring networking on a VM, which of the following methods would allow multiple VMs to share the same host IP address?","Bridged","FALSE",""
"Basic Systems","Systems","SK0-005_Q032","When configuring networking on a VM, which of the following methods would allow multiple VMs to share the same host IP address?","NAT","TRUE",""
"Basic Systems","Systems","SK0-005_Q032","When configuring networking on a VM, which of the following methods would allow multiple VMs to share the same host IP address?","Host only","FALSE",""
"Basic Systems","Systems","SK0-005_Q032","When configuring networking on a VM, which of the following methods would allow multiple VMs to share the same host IP address?","vSwitch","FALSE",""
"Basic Systems","Systems","SK0-005_Q033","A datacenter technician is attempting to troubleshoot a server that keeps crashing. The server to operation, the same cycle repeats. The technician confirms none of the configurations have changed, and the load on the server is steady from power-on until the crash. Which of the following will MOST likely resolve the issue?","Reseating any expansion cards in the server","FALSE",""
"Basic Systems","Systems","SK0-005_Q033","A datacenter technician is attempting to troubleshoot a server that keeps crashing. The server to operation, the same cycle repeats. The technician confirms none of the configurations have changed, and the load on the server is steady from power-on until the crash. Which of the following will MOST likely resolve the issue?","Replacing the failing hard drive","FALSE",""
"Basic Systems","Systems","SK0-005_Q033","A datacenter technician is attempting to troubleshoot a server that keeps crashing. The server to operation, the same cycle repeats. The technician confirms none of the configurations have changed, and the load on the server is steady from power-on until the crash. Which of the following will MOST likely resolve the issue?","Reinstalling the heat sink with new thermal paste","TRUE",""
"Basic Systems","Systems","SK0-005_Q033","A datacenter technician is attempting to troubleshoot a server that keeps crashing. The server to operation, the same cycle repeats. The technician confirms none of the configurations have changed, and the load on the server is steady from power-on until the crash. Which of the following will MOST likely resolve the issue?","Restoring the server from the latest full backup","FALSE",""
"Basic Systems","Systems","SK0-005_Q034","Users in an office lost access to a file server following a short power outage. The server administrator noticed the server was powered off. Which of the following should the administrator do to prevent this situation in the future?","Connect the server to a KVM","FALSE",""
